CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 03402_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 34
CASTNO = 2
DATE = 20070225
TIME = 1814
LATITUDE = -53.9430
LONGITUDE = 86.5612
DEPTH =  4796
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    4.9674,2,   33.7932,2,     306.4,2,         1,     514.5,     0.155,2,    0.1083,2
       2.0,2,    4.9620,2,   33.7928,2,     306.4,2,        24,     531.8,     0.158,2,    0.1078,2
       4.0,2,    4.9566,2,   33.7924,2,     306.4,2,       180,     549.0,     0.160,2,    0.1074,2
       6.0,2,    4.9616,2,   33.7921,2,     306.9,2,       192,     566.6,     0.160,2,    0.1078,2
       8.0,2,    4.9629,2,   33.7921,2,     306.9,2,       276,     583.7,     0.159,2,    0.1083,2
      10.0,2,    4.9631,2,   33.7921,2,     306.8,2,       156,     594.8,     0.160,2,    0.1078,2
      12.0,2,    4.9654,2,   33.7922,2,     307.0,2,       156,     608.9,     0.158,2,    0.1074,2
      14.0,2,    4.9659,2,   33.7922,2,     306.7,2,       168,     621.1,     0.160,2,    0.1078,2
      16.0,2,    4.9652,2,   33.7923,2,     306.9,2,       120,     630.8,     0.158,2,    0.1083,2
      18.0,2,    4.9652,2,   33.7924,2,     306.9,2,       120,     642.6,     0.160,2,    0.1087,2
      20.0,2,    4.9660,2,   33.7924,2,     307.1,2,        72,     651.8,     0.160,2,    0.1095,2
      22.0,2,    4.9637,2,   33.7926,2,     306.9,2,       167,     664.5,     0.156,2,    0.1099,2
      24.0,2,    4.9596,2,   33.7926,2,     306.7,2,       132,     674.0,     0.155,2,    0.1099,2
      26.0,2,    4.9582,2,   33.7924,2,     307.3,2,       108,     680.2,     0.157,2,    0.1107,2
      28.0,2,    4.9565,2,   33.7927,2,     307.6,2,        72,     688.8,     0.157,2,    0.1111,2
      30.0,2,    4.9522,2,   33.7927,2,     306.9,2,       216,     699.8,     0.158,2,    0.1115,2
      32.0,2,    4.9464,2,   33.7930,2,     307.1,2,        83,     706.7,     0.164,2,    0.1120,2
      34.0,2,    4.9298,2,   33.7932,2,     307.3,2,       155,     715.6,     0.158,2,    0.1140,2
      36.0,2,    4.9156,2,   33.7939,2,     307.2,2,       144,     722.4,     0.159,2,    0.1165,2
      38.0,2,    4.9091,2,   33.7942,2,     307.5,2,       143,     729.3,     0.159,2,    0.1185,2
      40.0,2,    4.8951,2,   33.7957,2,     307.8,2,       191,     736.5,     0.158,2,    0.1198,2
      42.0,2,    4.8923,2,   33.7962,2,     308.3,2,        48,     742.8,     0.159,2,    0.1202,2
      44.0,2,    4.8850,2,   33.7976,2,     308.4,2,        83,     747.9,     0.158,2,    0.1202,2
      46.0,2,    4.8800,2,   33.7985,2,     308.5,2,        60,     754.0,     0.157,2,    0.1206,2
      48.0,2,    4.8717,2,   33.7986,2,     308.5,2,        72,     763.0,     0.159,2,    0.1206,2
      50.0,2,    4.8643,2,   33.7987,2,     308.6,2,        95,     768.8,     0.156,2,    0.1198,2
      52.0,2,    4.8465,2,   33.7985,2,     308.6,2,        72,     774.5,     0.160,2,    0.1190,2
      54.0,2,    4.8209,2,   33.7987,2,     308.5,2,       108,     781.4,     0.160,2,    0.1185,2
      56.0,2,    4.8094,2,   33.7990,2,     308.0,2,        83,     788.5,     0.159,2,    0.1177,2
      58.0,2,    4.8017,2,   33.7997,2,     308.6,2,        48,     792.8,     0.154,2,    0.1177,2
      60.0,2,    4.7955,2,   33.7996,2,     308.5,2,        95,     799.2,     0.159,2,    0.1177,2
      62.0,2,    4.7820,2,   33.8004,2,     308.4,2,       108,     806.2,     0.161,2,    0.1181,2
      64.0,2,    4.7741,2,   33.8010,2,     308.4,2,        84,     812.5,     0.158,2,    0.1185,2
      66.0,2,    4.7625,2,   33.8019,2,     308.7,2,       168,     818.2,     0.160,2,    0.1190,2
      68.0,2,    4.7331,2,   33.8032,2,     308.6,2,       106,     824.3,     0.160,2,    0.1148,2
      70.0,2,    4.6606,2,   33.8063,2,     308.6,2,       107,     830.5,     0.157,2,    0.1033,2
      72.0,2,    4.5888,2,   33.8097,2,     307.9,2,        83,     835.2,     0.156,2,    0.0906,2
      74.0,2,    4.5490,2,   33.8105,2,     306.7,2,        23,     841.3,     0.158,2,    0.0804,2
      76.0,2,    4.4699,2,   33.8142,2,     306.7,2,        83,     845.4,     0.158,2,    0.0690,2
      78.0,2,    4.2696,2,   33.8247,2,     304.7,2,       105,     855.2,     0.160,2,    0.0556,2
      80.0,2,    4.2206,2,   33.8281,2,     303.3,2,       144,     862.5,     0.161,2,    0.0479,2
      82.0,2,    4.1558,2,   33.8315,2,     303.3,2,       118,     869.3,     0.162,2,    0.0451,2
      84.0,2,    4.1195,2,   33.8337,2,     303.1,2,        96,     875.7,     0.164,2,    0.0422,2
      86.0,2,    4.0638,2,   33.8369,2,     303.6,2,        69,     882.3,     0.161,2,    0.0386,2
      88.0,2,    3.9491,2,   33.8431,2,     302.4,2,        71,     888.3,     0.161,2,    0.0358,2
      90.0,2,    3.9136,2,   33.8440,2,     301.6,2,        83,     895.9,     0.161,2,    0.0354,2
      92.0,2,    3.8899,2,   33.8449,2,     301.8,2,        71,     904.3,     0.163,2,    0.0366,2
      94.0,2,    3.8718,2,   33.8459,2,     301.7,2,        95,     910.4,     0.160,2,    0.0354,2
      96.0,2,    3.8436,2,   33.8500,2,     301.4,2,        36,     917.0,     0.163,2,    0.0329,2
      98.0,2,    3.7535,2,   33.8556,2,     301.2,2,       141,     925.0,     0.162,2,    0.0313,2
     100.0,2,    3.6819,2,   33.8564,2,     300.6,2,       108,     931.0,     0.165,2,    0.0313,2
     102.0,2,    3.6361,2,   33.8556,2,     300.2,2,        71,     938.1,     0.164,2,    0.0313,2
     104.0,2,    3.6231,2,   33.8567,2,     300.6,2,        72,     942.7,     0.160,2,    0.0317,2
     106.0,2,    3.6234,2,   33.8582,2,     300.9,2,        84,     950.5,     0.162,2,    0.0317,2
     108.0,2,    3.6195,2,   33.8610,2,     300.6,2,        60,     957.9,     0.162,2,    0.0317,2
     110.0,2,    3.6155,2,   33.8644,2,     300.4,2,       108,     965.3,     0.161,2,    0.0317,2
     112.0,2,    3.6149,2,   33.8667,2,     300.7,2,       143,     972.8,     0.164,2,    0.0321,2
     114.0,2,    3.5916,2,   33.8742,2,     300.4,2,       178,     979.9,     0.163,2,    0.0325,2
     116.0,2,    3.5624,2,   33.8755,2,     300.3,2,        48,     986.3,     0.160,2,    0.0325,2
     118.0,2,    3.5212,2,   33.8767,2,     300.6,2,       105,     991.5,     0.163,2,    0.0321,2
     120.0,2,    3.4740,2,   33.8850,2,     300.0,2,        72,     999.3,     0.161,2,    0.0313,2
     122.0,2,    3.4762,2,   33.8871,2,     299.2,2,       132,    1007.0,     0.161,2,    0.0297,2
     124.0,2,    3.4829,2,   33.8943,2,     299.0,2,        48,    1012.8,     0.164,2,    0.0281,2
     126.0,2,    3.4803,2,   33.9077,2,     298.2,2,        71,    1019.2,     0.162,2,    0.0265,2
     128.0,2,    3.4944,2,   33.9216,2,     297.1,2,        48,    1025.8,     0.164,2,    0.0253,2
     130.0,2,    3.5038,2,   33.9275,2,     295.4,2,        84,    1032.8,     0.164,2,    0.0241,2
     132.0,2,    3.5178,2,   33.9351,2,     294.2,2,        96,    1040.4,     0.163,2,    0.0229,2
     134.0,2,    3.5267,2,   33.9394,2,     293.0,2,       132,    1049.0,     0.163,2,    0.0213,2
     136.0,2,    3.5274,2,   33.9408,2,     293.1,2,       120,    1054.3,     0.167,2,    0.0205,2
     138.0,2,    3.5252,2,   33.9495,2,     292.5,2,       120,    1061.0,     0.163,2,    0.0192,2
     140.0,2,    3.4821,2,   33.9561,2,     291.8,2,        96,    1067.3,     0.166,2,    0.0180,2
     142.0,2,    3.4300,2,   33.9590,2,     290.0,2,       178,    1073.1,     0.161,2,    0.0172,2
     144.0,2,    3.4100,2,   33.9610,2,     289.4,2,       156,    1080.3,     0.163,2,    0.0168,2
     146.0,2,    3.3487,2,   33.9594,2,     289.2,2,        84,    1086.0,     0.158,2,    0.0164,2
     148.0,2,    3.2770,2,   33.9533,2,     289.2,2,       128,    1091.7,     0.163,2,    0.0164,2
     150.0,2,    3.1564,2,   33.9459,2,     290.2,2,        84,    1099.0,     0.163,2,    0.0168,2
     152.0,2,    3.0515,2,   33.9395,2,     290.7,2,       106,    1104.2,     0.162,2,    0.0176,2
     154.0,2,    3.0346,2,   33.9400,2,     292.3,2,        36,    1112.0,     0.165,2,    0.0176,2
     156.0,2,    3.0408,2,   33.9410,2,     292.0,2,       107,    1117.7,     0.164,2,    0.0176,2
     158.0,2,    3.0648,2,   33.9466,2,     291.6,2,        84,    1125.2,     0.161,2,    0.0172,2
     160.0,2,    3.0873,2,   33.9513,2,     290.6,2,       179,    1131.5,     0.164,2,    0.0168,2
     162.0,2,    3.0940,2,   33.9535,2,     289.5,2,       108,    1138.9,     0.161,2,    0.0164,2
     164.0,2,    3.0779,2,   33.9539,2,     289.5,2,        84,    1143.8,     0.160,2,    0.0160,2
     166.0,2,    3.0646,2,   33.9538,2,     289.3,2,        48,    1151.3,     0.159,2,    0.0160,2
     168.0,2,    3.0723,2,   33.9617,2,     289.4,2,        82,    1156.5,     0.160,2,    0.0160,2
     170.0,2,    3.0555,2,   33.9672,2,     287.9,2,       108,    1166.3,     0.161,2,    0.0156,2
     172.0,2,    3.0304,2,   33.9816,2,     286.9,2,        72,    1172.8,     0.164,2,    0.0152,2
     174.0,2,    3.0336,2,   33.9861,2,     284.6,2,       168,    1179.5,     0.162,2,    0.0144,2
     176.0,2,    3.0743,2,   33.9976,2,     283.4,2,        48,    1186.3,     0.160,2,    0.0132,2
     178.0,2,    3.0836,2,   34.0009,2,     283.5,2,        72,    1189.7,     0.164,2,    0.0128,2
     180.0,2,    3.0945,2,   34.0045,2,     280.8,2,       180,    1199.8,     0.162,2,    0.0128,2
     182.0,2,    3.1160,2,   34.0111,2,     280.4,2,       108,    1206.0,     0.163,2,    0.0128,2
     184.0,2,    3.1247,2,   34.0133,2,     279.3,2,       119,    1213.7,     0.162,2,    0.0124,2
     186.0,2,    3.1350,2,   34.0162,2,     279.3,2,        59,    1219.2,     0.167,2,    0.0124,2
     188.0,2,    3.1375,2,   34.0176,2,     279.1,2,        36,    1223.0,     0.165,2,    0.0120,2
     190.0,2,    3.1520,2,   34.0208,2,     278.9,2,        59,    1229.3,     0.161,2,    0.0116,2
     192.0,2,    3.1815,2,   34.0291,2,     277.5,2,       107,    1238.9,     0.162,2,    0.0112,2
     194.0,2,    3.2039,2,   34.0362,2,     276.3,2,        72,    1246.8,     0.163,2,    0.0112,2
     196.0,2,    3.1934,2,   34.0369,2,     275.4,2,       143,    1253.0,     0.167,2,    0.0108,2
     198.0,2,    3.1274,2,   34.0370,2,     275.3,2,       106,    1260.9,     0.167,2,    0.0108,2
     200.0,2,    3.1541,2,   34.0445,2,     275.8,2,        60,    1267.0,     0.165,2,    0.0108,2
     202.0,2,    3.1398,2,   34.0445,2,     274.8,2,        72,    1272.5,     0.165,2,    0.0104,2
     204.0,2,    3.0005,2,   34.0358,2,     274.6,2,        71,    1279.2,     0.163,2,    0.0108,2
     206.0,2,    2.9793,2,   34.0504,2,     274.6,2,        96,    1288.2,     0.166,2,    0.0108,2
     208.0,2,    2.9382,2,   34.0484,2,     272.9,2,       131,    1295.5,     0.166,2,    0.0108,2
     210.0,2,    2.9175,2,   34.0472,2,     273.5,2,       132,    1301.0,     0.164,2,    0.0112,2
     212.0,2,    2.8945,2,   34.0467,2,     273.7,2,        71,    1306.8,     0.164,2,    0.0112,2
     214.0,2,    2.8660,2,   34.0489,2,     273.8,2,        96,    1313.3,     0.170,2,    0.0112,2
     216.0,2,    2.8509,2,   34.0528,2,     273.3,2,        36,    1322.0,     0.171,2,    0.0112,2
     218.0,2,    2.8437,2,   34.0546,2,     272.8,2,       108,    1327.8,     0.168,2,    0.0108,2
     220.0,2,    2.8374,2,   34.0561,2,     272.1,2,        60,    1335.6,     0.163,2,    0.0108,2
     222.0,2,    2.8327,2,   34.0573,2,     271.8,2,        96,    1342.5,     0.164,2,    0.0108,2
     224.0,2,    2.8287,2,   34.0599,2,     271.6,2,       108,    1349.4,     0.164,2,    0.0108,2
     226.0,2,    2.8343,2,   34.0648,2,     270.7,2,        84,    1356.0,     0.167,2,    0.0104,2
     228.0,2,    2.8423,2,   34.0676,2,     269.8,2,        84,    1362.3,     0.167,2,    0.0100,2
     230.0,2,    2.8605,2,   34.0717,2,     268.8,2,        95,    1370.3,     0.168,2,    0.0100,2
     232.0,2,    2.9127,2,   34.0840,2,     267.6,2,       130,    1376.3,     0.168,2,    0.0100,2
     234.0,2,    2.9358,2,   34.0919,2,     265.0,2,       108,    1383.4,     0.168,2,    0.0100,2
     236.0,2,    2.9265,2,   34.0971,2,     264.1,2,        83,    1388.4,     0.166,2,    0.0100,2
     238.0,2,    2.9282,2,   34.0999,2,     262.8,2,        48,    1396.3,     0.174,2,    0.0100,2
     240.0,2,    2.8889,2,   34.0997,2,     262.7,2,        80,    1401.0,     0.171,2,    0.0100,2
     242.0,2,    2.8123,2,   34.0944,2,     262.0,2,        83,    1407.8,     0.167,2,    0.0104,2
     244.0,2,    2.7606,2,   34.0876,2,     263.3,2,        35,    1415.0,     0.171,2,    0.0108,2
     246.0,2,    2.7157,2,   34.0844,2,     264.2,2,        95,    1421.5,     0.166,2,    0.0108,2
     248.0,2,    2.6996,2,   34.0844,2,     265.1,2,        48,    1428.8,     0.165,2,    0.0108,2
     250.0,2,    2.6801,2,   34.0831,2,     265.5,2,        96,    1435.0,     0.167,2,    0.0112,2
     252.0,2,    2.5764,2,   34.0740,2,     265.9,2,        93,    1442.3,     0.169,2,    0.0112,2
     254.0,2,    2.6102,2,   34.0844,2,     267.5,2,        81,    1449.9,     0.166,2,    0.0112,2
     256.0,2,    2.7427,2,   34.1092,2,     265.2,2,       131,    1456.0,     0.169,2,    0.0108,2
     258.0,2,    2.8314,2,   34.1275,2,     256.3,2,       190,    1464.0,     0.173,2,    0.0092,2
     260.0,2,    2.8391,2,   34.1307,2,     254.9,2,        72,    1469.8,     0.172,2,    0.0084,2
     262.0,2,    2.8390,2,   34.1312,2,     254.8,2,       108,    1475.4,     0.171,2,    0.0080,2
     264.0,2,    2.8340,2,   34.1315,2,     254.4,2,        36,    1482.0,     0.169,2,    0.0080,2
     266.0,2,    2.8377,2,   34.1331,2,     254.1,2,       167,    1490.2,     0.169,2,    0.0080,2
     268.0,2,    2.8499,2,   34.1373,2,     253.2,2,        95,    1497.6,     0.171,2,    0.0080,2
