CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 07302_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 73
CASTNO = 2
DATE = 20070309
TIME = 0655
LATITUDE = -36.0182
LONGITUDE = 95.0088
DEPTH =  4296
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   17.2038,2,   35.0088,2,     243.0,2,         1,     222.6,     0.128,2,    0.1231,2
       2.0,2,   17.1993,2,   35.0083,2,     244.0,2,         1,     243.1,     0.135,2,    0.1227,2
       4.0,2,   17.1947,2,   35.0079,2,     244.4,2,       132,     263.6,     0.142,2,    0.1222,2
       6.0,2,   17.1902,2,   35.0075,2,     244.8,2,       251,     284.1,     0.148,2,    0.1218,2
       8.0,2,   17.1767,2,   35.0066,2,     243.9,2,       224,     295.0,     0.136,2,    0.1235,2
      10.0,2,   17.0965,2,   35.0046,2,     245.2,2,       177,     303.8,     0.142,2,    0.1284,2
      12.0,2,   17.0786,2,   35.0040,2,     245.4,2,       156,     312.0,     0.148,2,    0.1330,2
      14.0,2,   17.0716,2,   35.0035,2,     245.4,2,       180,     319.5,     0.145,2,    0.1334,2
      16.0,2,   17.0677,2,   35.0034,2,     246.3,2,        84,     328.0,     0.143,2,    0.1334,2
      18.0,2,   17.0649,2,   35.0030,2,     245.7,2,       108,     334.8,     0.146,2,    0.1342,2
      20.0,2,   17.0569,2,   35.0016,2,     246.1,2,       130,     342.7,     0.141,2,    0.1355,2
      22.0,2,   17.0475,2,   34.9999,2,     246.1,2,        71,     350.3,     0.150,2,    0.1371,2
      24.0,2,   17.0458,2,   34.9994,2,     245.7,2,        72,     357.8,     0.149,2,    0.1388,2
      26.0,2,   17.0436,2,   34.9989,2,     246.5,2,       180,     363.0,     0.148,2,    0.1396,2
      28.0,2,   17.0263,2,   34.9954,2,     246.2,2,       107,     369.8,     0.144,2,    0.1404,2
      30.0,2,   17.0195,2,   34.9939,2,     246.2,2,        59,     376.0,     0.143,2,    0.1413,2
      32.0,2,   17.0083,2,   34.9910,2,     246.2,2,        84,     381.0,     0.143,2,    0.1417,2
      34.0,2,   17.0010,2,   34.9894,2,     246.3,2,        96,     388.2,     0.144,2,    0.1417,2
      36.0,2,   16.9949,2,   34.9879,2,     247.1,2,       119,     395.3,     0.147,2,    0.1413,2
      38.0,2,   16.9774,2,   34.9832,2,     247.1,2,       140,     400.8,     0.147,2,    0.1404,2
      40.0,2,   16.9669,2,   34.9806,2,     246.7,2,       155,     407.4,     0.149,2,    0.1396,2
      42.0,2,   16.9571,2,   34.9786,2,     246.8,2,        60,     413.5,     0.145,2,    0.1384,2
      44.0,2,   16.9500,2,   34.9771,2,     246.8,2,        96,     417.5,     0.146,2,    0.1380,2
      46.0,2,   16.9311,2,   34.9715,2,     247.5,2,        35,     425.0,     0.145,2,    0.1380,2
      48.0,2,   16.9077,2,   34.9666,2,     246.3,2,       179,     436.4,     0.145,2,    0.1375,2
      50.0,2,   16.8993,2,   34.9666,2,     247.0,2,       144,     446.2,     0.149,2,    0.1363,2
      52.0,2,   16.8329,2,   34.9684,2,     247.4,2,       166,     452.8,     0.147,2,    0.1326,2
      54.0,2,   16.6004,2,   34.9828,2,     250.0,2,       152,     459.5,     0.150,2,    0.1293,2
      56.0,2,   16.0255,2,   34.9923,2,     253.5,2,        71,     464.3,     0.155,2,    0.1293,2
      58.0,2,   15.2816,2,   34.9918,2,     260.3,2,        58,     469.1,     0.155,2,    0.1338,2
