CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 05201_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 52
CASTNO = 1
DATE = 20070303
TIME = 0247
LATITUDE = -46.2793
LONGITUDE = 93.8833
DEPTH =  3214
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    8.2110,2,   33.9237,2,     268.0,2,         1,     299.3,     0.147,2,    0.1400,2
       2.0,2,    8.2092,2,   33.9236,2,     268.3,2,         1,     320.1,     0.147,2,    0.1442,2
       4.0,2,    8.2074,2,   33.9236,2,     268.7,2,        96,     340.9,     0.147,2,    0.1504,2
       6.0,2,    8.2056,2,   33.9235,2,     269.1,2,       132,     361.6,     0.148,2,    0.1554,2
       8.0,2,    8.2064,2,   33.9237,2,     269.4,2,        60,     369.0,     0.156,2,    0.1579,2
      10.0,2,    8.2111,2,   33.9238,2,     269.5,2,       156,     376.9,     0.150,2,    0.1579,2
      12.0,2,    8.2118,2,   33.9237,2,     269.8,2,       192,     384.8,     0.150,2,    0.1575,2
      14.0,2,    8.2083,2,   33.9238,2,     270.2,2,       144,     392.8,     0.151,2,    0.1562,2
      16.0,2,    8.2018,2,   33.9236,2,     270.1,2,        96,     401.0,     0.149,2,    0.1462,2
      18.0,2,    8.2005,2,   33.9237,2,     270.1,2,       120,     409.3,     0.150,2,    0.1305,2
      20.0,2,    8.2001,2,   33.9237,2,     270.2,2,       216,     416.7,     0.151,2,    0.1247,2
      22.0,2,    8.1981,2,   33.9239,2,     270.6,2,       120,     424.7,     0.150,2,    0.1289,2
      24.0,2,    8.1137,2,   33.9168,2,     272.2,2,        93,     432.8,     0.148,2,    0.1342,2
      26.0,2,    8.0745,2,   33.9178,2,     272.9,2,       131,     442.5,     0.147,2,    0.1359,2
      28.0,2,    8.0895,2,   33.9226,2,     272.7,2,       119,     448.8,     0.151,2,    0.1355,2
      30.0,2,    8.1176,2,   33.9302,2,     272.3,2,        94,     454.6,     0.150,2,    0.1359,2
      32.0,2,    8.1381,2,   33.9377,2,     271.6,2,       120,     461.3,     0.150,2,    0.1363,2
      34.0,2,    8.1532,2,   33.9466,2,     271.3,2,       142,     466.8,     0.150,2,    0.1375,2
      36.0,2,    8.0843,2,   33.9511,2,     272.7,2,        94,     473.4,     0.149,2,    0.1392,2
      38.0,2,    8.0841,2,   33.9661,2,     272.6,2,        72,     478.3,     0.151,2,    0.1404,2
      40.0,2,    8.0955,2,   33.9681,2,     271.9,2,       108,     484.3,     0.152,2,    0.1400,2
      42.0,2,    8.1511,2,   33.9837,2,     270.4,2,        46,     489.3,     0.150,2,    0.1388,2
      44.0,2,    8.1931,2,   33.9922,2,     269.5,2,        80,     496.0,     0.153,2,    0.1371,2
