CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 04501_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 45
CASTNO = 1
DATE = 20070301
TIME = 0132
LATITUDE = -49.2819
LONGITUDE = 91.2198
DEPTH =  3677
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    7.1426,2,   33.8025,2,     295.4,2,         1,     310.7,     0.149,2,    0.1280,2
       2.0,2,    7.1460,2,   33.8022,2,     295.8,2,         1,     315.5,     0.151,2,    0.1280,2
       4.0,2,    7.1494,2,   33.8020,2,     295.6,2,        47,     320.3,     0.152,2,    0.1280,2
       6.0,2,    7.1529,2,   33.8017,2,     295.5,2,       156,     325.1,     0.154,2,    0.1289,2
       8.0,2,    7.1518,2,   33.8015,2,     294.9,2,        84,     337.4,     0.153,2,    0.1293,2
      10.0,2,    7.1539,2,   33.8017,2,     294.4,2,       144,     354.9,     0.155,2,    0.1264,2
      12.0,2,    7.1524,2,   33.8015,2,     295.9,2,       143,     371.0,     0.155,2,    0.1198,2
      14.0,2,    7.1553,2,   33.8021,2,     296.1,2,        96,     385.7,     0.155,2,    0.1161,2
      16.0,2,    7.1570,2,   33.8022,2,     295.9,2,        96,     402.0,     0.155,2,    0.1157,2
      18.0,2,    7.1577,2,   33.8021,2,     297.0,2,       156,     417.8,     0.154,2,    0.1157,2
      20.0,2,    7.1591,2,   33.8021,2,     296.6,2,       168,     431.2,     0.152,2,    0.1148,2
      22.0,2,    7.1580,2,   33.8020,2,     296.8,2,       132,     446.7,     0.153,2,    0.1136,2
      24.0,2,    7.1588,2,   33.8023,2,     296.8,2,       108,     461.4,     0.152,2,    0.1144,2
      26.0,2,    7.1601,2,   33.8025,2,     297.2,2,        72,     476.8,     0.156,2,    0.1152,2
      28.0,2,    7.1613,2,   33.8024,2,     296.9,2,        96,     489.5,     0.154,2,    0.1157,2
      30.0,2,    7.1622,2,   33.8026,2,     296.9,2,       108,     505.5,     0.154,2,    0.1181,2
      32.0,2,    7.1631,2,   33.8026,2,     297.6,2,       132,     522.6,     0.154,2,    0.1222,2
      34.0,2,    7.1624,2,   33.8023,2,     296.5,2,       179,     539.2,     0.154,2,    0.1260,2
      36.0,2,    7.1563,2,   33.8017,2,     297.0,2,        70,     551.0,     0.154,2,    0.1289,2
      38.0,2,    7.1591,2,   33.8021,2,     297.3,2,        95,     565.7,     0.150,2,    0.1338,2
      40.0,2,    7.1586,2,   33.8022,2,     297.1,2,        96,     580.5,     0.154,2,    0.1392,2
      42.0,2,    7.1619,2,   33.8023,2,     297.0,2,       166,     600.4,     0.154,2,    0.1421,2
      44.0,2,    7.1538,2,   33.8014,2,     297.2,2,        82,     610.9,     0.156,2,    0.1429,2
