CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 06501_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 65
CASTNO = 1
DATE = 20070306
TIME = 2132
LATITUDE = -39.9970
LONGITUDE = 94.9953
DEPTH =  3631
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   13.8222,2,   34.7423,2,     255.5,2,         1,     202.4,     0.172,2,    0.2259,2
       2.0,2,   13.8226,2,   34.7420,2,     255.8,2,        24,     205.3,     0.164,2,    0.2144,2
       4.0,2,   13.8230,2,   34.7417,2,     256.1,2,        72,     208.2,     0.157,2,    0.1955,2
       6.0,2,   13.8269,2,   34.7424,2,     256.7,2,        47,     215.3,     0.158,2,    0.1829,2
       8.0,2,   13.8264,2,   34.7419,2,     256.6,2,       108,     226.3,     0.158,2,    0.1892,2
      10.0,2,   13.8277,2,   34.7423,2,     256.9,2,        72,     237.7,     0.160,2,    0.2195,2
      12.0,2,   13.8283,2,   34.7423,2,     257.4,2,        84,     250.6,     0.159,2,    0.2560,2
      14.0,2,   13.8288,2,   34.7420,2,     257.3,2,       108,     262.3,     0.156,2,    0.2813,2
      16.0,2,   13.8292,2,   34.7421,2,     257.6,2,        96,     272.9,     0.158,2,    0.2980,2
      18.0,2,   13.8297,2,   34.7421,2,     257.6,2,        95,     287.1,     0.160,2,    0.3062,2
      20.0,2,   13.8298,2,   34.7424,2,     257.7,2,       132,     300.2,     0.155,2,    0.3088,2
      22.0,2,   13.8302,2,   34.7422,2,     258.0,2,       132,     312.3,     0.157,2,    0.3123,2
      24.0,2,   13.8302,2,   34.7421,2,     257.9,2,       168,     323.4,     0.156,2,    0.3183,2
      26.0,2,   13.8301,2,   34.7422,2,     258.0,2,       216,     335.9,     0.156,2,    0.3353,2
      28.0,2,   13.8304,2,   34.7423,2,     258.0,2,        96,     346.8,     0.154,2,    0.3614,2
      30.0,2,   13.8305,2,   34.7424,2,     258.2,2,        60,     357.3,     0.157,2,    0.3755,2
      32.0,2,   13.8310,2,   34.7422,2,     258.0,2,       132,     369.3,     0.156,2,    0.3702,2
      34.0,2,   13.8315,2,   34.7423,2,     258.4,2,        60,     380.5,     0.151,2,    0.3527,2
      36.0,2,   13.8312,2,   34.7424,2,     258.3,2,        60,     390.6,     0.157,2,    0.3335,2
      38.0,2,   13.8318,2,   34.7422,2,     258.4,2,        84,     404.5,     0.156,2,    0.3274,2
      40.0,2,   13.8329,2,   34.7421,2,     258.6,2,       132,     418.4,     0.156,2,    0.3366,2
      42.0,2,   13.8338,2,   34.7421,2,     258.3,2,       156,     432.3,     0.158,2,    0.3479,2
      44.0,2,   13.8339,2,   34.7421,2,     258.4,2,        84,     440.4,     0.153,2,    0.3545,2
