CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 00301_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 3
CASTNO = 1
DATE = 20070215
TIME = 2032
LATITUDE = -65.7134
LONGITUDE = 84.4494
DEPTH =  2007
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   -0.7763,2,   33.7228,2,     356.9,2,         1,     512.7,      -999,9, -999.0000,9
       2.0,2,   -0.7795,2,   33.7227,2,     357.9,2,        72,     518.6,      -999,9, -999.0000,9
       4.0,2,   -0.7826,2,   33.7225,2,     358.3,2,       132,     524.5,      -999,9,    0.2339,2
       6.0,2,   -0.7826,2,   33.7223,2,     358.3,2,        96,     529.3,      -999,9,    0.2382,2
       8.0,2,   -0.7845,2,   33.7234,2,     358.6,2,        96,     533.3,      -999,9,    0.2415,2
      10.0,2,   -0.7878,2,   33.7248,2,     358.8,2,        84,     537.0,      -999,9,    0.2475,2
      12.0,2,   -0.8016,2,   33.7328,2,     359.8,2,       107,     541.1,      -999,9,    0.2577,2
      14.0,2,   -0.8339,2,   33.7586,2,     360.5,2,        83,     545.0,      -999,9,    0.2650,2
      16.0,2,   -0.8274,2,   33.7938,2,     360.6,2,        94,     548.8,      -999,9,    0.2637,2
      18.0,2,   -0.7938,2,   33.8156,2,     360.8,2,        95,     552.8,      -999,9,    0.2607,2
      20.0,2,   -0.8178,2,   33.8273,2,     354.1,2,        96,     556.8,      -999,9,    0.2616,2
      22.0,2,   -0.8272,2,   33.8327,2,     354.0,2,        96,     560.8,      -999,9, -999.0000,9
      24.0,2,   -0.8485,2,   33.8423,2,     358.1,2,       108,     565.0,      -999,9,    0.2616,2
      26.0,2,   -0.8688,2,   33.8470,2,     358.9,2,        96,     569.3,      -999,9,    0.2650,2
      28.0,2,   -0.8722,2,   33.8472,2,     358.5,2,        96,     573.3,      -999,9,    0.2710,2
      30.0,2,   -0.8726,2,   33.8473,2,     359.0,2,        84,     577.0,      -999,9,    0.2795,2
      32.0,2,   -0.8733,2,   33.8496,2,     359.2,2,       108,     581.0,      -999,9,    0.2924,2
      34.0,2,   -0.8794,2,   33.8600,2,     359.0,2,        96,     585.3,      -999,9,    0.2937,2
      36.0,2,   -0.8829,2,   33.8690,2,     356.9,2,        95,     589.3,      -999,9,    0.2778,2
      38.0,2,   -0.8838,2,   33.8754,2,     356.3,2,       108,     593.5,      -999,9,    0.2650,2
      40.0,2,   -0.8859,2,   33.8769,2,     355.2,2,        95,     597.8,      -999,9,    0.2663,2
      42.0,2,   -0.8927,2,   33.8771,2,     355.7,2,        82,     601.5,      -999,9,    0.2624,2
      44.0,2,   -0.9582,2,   33.8862,2,     355.6,2,       108,     605.5,      -999,9,    0.2488,2
