CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 08101_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 81
CASTNO = 1
DATE = 20070311
TIME = 1158
LATITUDE = -32.0092
LONGITUDE = 95.0128
DEPTH =  4175
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   20.2147,2,   35.7974,2,     227.9,2,         1,     223.2,     0.138,2,    0.0996,2
       2.0,2,   20.2483,2,   35.7999,2,     228.8,2,         1,     229.7,     0.139,2,    0.0984,2
       4.0,2,   20.2819,2,   35.8023,2,     229.0,2,        95,     236.3,     0.140,2,    0.0968,2
       6.0,2,   20.3155,2,   35.8048,2,     229.1,2,       129,     242.9,     0.140,2,    0.0955,2
       8.0,2,   20.2960,2,   35.8037,2,     231.3,2,       132,     248.5,     0.140,2,    0.0951,2
      10.0,2,   20.2915,2,   35.8031,2,     229.7,2,       164,     254.8,     0.141,2,    0.0955,2
      12.0,2,   20.2505,2,   35.8011,2,     229.2,2,       132,     261.0,     0.140,2,    0.0968,2
      14.0,2,   20.2404,2,   35.8003,2,     228.7,2,       142,     267.1,     0.140,2,    0.0980,2
      16.0,2,   20.2408,2,   35.8008,2,     232.3,2,        71,     272.3,     0.141,2,    0.0976,2
      18.0,2,   20.2549,2,   35.8014,2,     229.4,2,       129,     277.4,     0.136,2,    0.0972,2
      20.0,2,   20.2285,2,   35.8000,2,     228.9,2,       155,     284.6,     0.139,2,    0.0980,2
      22.0,2,   20.2194,2,   35.8001,2,     229.4,2,       108,     290.0,     0.140,2,    0.0984,2
      24.0,2,   20.2178,2,   35.8001,2,     231.2,2,       156,     295.5,     0.138,2,    0.0988,2
      26.0,2,   20.2171,2,   35.8005,2,     229.4,2,       156,     302.0,     0.140,2,    0.0988,2
      28.0,2,   20.2169,2,   35.8007,2,     230.2,2,       120,     307.8,     0.137,2,    0.0988,2
      30.0,2,   20.2167,2,   35.8008,2,     230.5,2,       168,     313.8,     0.138,2,    0.0984,2
      32.0,2,   20.2167,2,   35.8013,2,     230.3,2,        84,     319.0,     0.140,2,    0.0980,2
      34.0,2,   20.2163,2,   35.8013,2,     229.1,2,       108,     325.7,     0.141,2,    0.0976,2
      36.0,2,   20.2155,2,   35.8013,2,     230.6,2,       132,     331.0,     0.137,2,    0.0972,2
      38.0,2,   20.2139,2,   35.8015,2,     230.1,2,       132,     337.6,     0.142,2,    0.0968,2
      40.0,2,   20.2147,2,   35.8016,2,     229.7,2,        84,     343.0,     0.141,2,    0.0968,2
      42.0,2,   20.2147,2,   35.8017,2,     230.9,2,       192,     348.8,     0.140,2,    0.0968,2
      44.0,2,   20.2153,2,   35.8023,2,     230.4,2,       144,     355.8,     0.137,2,    0.0968,2
