CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 01903_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 19
CASTNO = 3
DATE = 20070220
TIME = 0640
LATITUDE = -59.5019
LONGITUDE = 82.0098
DEPTH =  1701
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    1.2595,2,   33.9592,2,     336.0,2,         1,     316.1,     0.181,2,    0.2518,2
       2.0,2,    1.2537,2,   33.9600,2,     335.9,2,        24,     322.8,     0.172,2,    0.2488,2
       4.0,2,    1.2479,2,   33.9608,2,     335.8,2,       154,     329.5,     0.163,2,    0.2458,2
       6.0,2,    1.2207,2,   33.9686,2,     335.7,2,        96,     345.0,     0.164,2,    0.2462,2
       8.0,2,    1.2170,2,   33.9709,2,     336.0,2,       156,     355.6,     0.160,2,    0.2496,2
      10.0,2,    1.2141,2,   33.9720,2,     336.3,2,       119,     363.0,     0.158,2,    0.2552,2
      12.0,2,    1.2050,2,   33.9731,2,     336.4,2,       144,     369.9,     0.164,2,    0.2663,2
      14.0,2,    1.1884,2,   33.9732,2,     336.4,2,       143,     376.8,     0.160,2,    0.2791,2
      16.0,2,    1.1691,2,   33.9731,2,     336.4,2,       132,     382.5,     0.165,2,    0.2881,2
      18.0,2,    1.1584,2,   33.9723,2,     336.3,2,       179,     389.1,     0.164,2,    0.2954,2
      20.0,2,    1.1363,2,   33.9730,2,     336.6,2,        83,     394.6,     0.160,2,    0.3023,2
      22.0,2,    1.1337,2,   33.9733,2,     336.3,2,        96,     399.4,     0.164,2,    0.3110,2
      24.0,2,    1.1281,2,   33.9740,2,     336.3,2,        60,     406.0,     0.164,2,    0.3179,2
      26.0,2,    1.1239,2,   33.9741,2,     336.1,2,       204,     412.3,     0.164,2,    0.3196,2
      28.0,2,    1.1198,2,   33.9745,2,     335.8,2,        72,     418.3,     0.165,2,    0.3201,2
      30.0,2,    1.1198,2,   33.9745,2,     335.8,2,        96,     423.5,     0.163,2,    0.3231,2
      32.0,2,    1.1214,2,   33.9746,2,     335.8,2,       156,     430.5,     0.167,2,    0.3248,2
      34.0,2,    1.1158,2,   33.9753,2,     335.7,2,       108,     436.5,     0.164,2,    0.3257,2
      36.0,2,    1.1102,2,   33.9761,2,     335.6,2,       108,     442.9,     0.165,2,    0.3279,2
      38.0,2,    1.1092,2,   33.9769,2,     335.7,2,       120,     448.3,     0.163,2,    0.3235,2
      40.0,2,    1.1076,2,   33.9779,2,     335.3,2,       144,     453.8,     0.163,2,    0.3149,2
      42.0,2,    1.1064,2,   33.9785,2,     335.1,2,       144,     459.8,     0.168,2,    0.3110,2
      44.0,2,    1.1041,2,   33.9796,2,     335.0,2,       120,     465.3,     0.163,2,    0.3110,2
      46.0,2,    1.1023,2,   33.9802,2,     335.0,2,       144,     471.2,     0.166,2,    0.3080,2
      48.0,2,    1.0811,2,   33.9850,2,     335.2,2,        48,     476.3,     0.161,2,    0.3036,2
      50.0,2,    1.0810,2,   33.9848,2,     334.3,2,        60,     480.9,     0.161,2,    0.3049,2
      52.0,2,    1.0813,2,   33.9848,2,     333.8,2,        72,     487.5,     0.165,2,    0.3067,2
      54.0,2,    1.0778,2,   33.9856,2,     333.4,2,        96,     494.0,     0.164,2,    0.3028,2
