CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 00801_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 8
CASTNO = 1
DATE = 20070217
TIME = 0742
LATITUDE = -63.9462
LONGITUDE = 83.1308
DEPTH =  3655
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    0.7406,2,   33.7230,2,     339.9,2,         1,     417.2,     0.163,2,    0.3949,2
       2.0,2,    0.7403,2,   33.7236,2,     339.8,2,         1,     423.7,     0.164,2,    0.3940,2
       4.0,2,    0.7401,2,   33.7242,2,     339.8,2,       119,     430.1,     0.164,2,    0.3927,2
       6.0,2,    0.7398,2,   33.7249,2,     339.9,2,        96,     436.5,     0.164,2,    0.3913,2
       8.0,2,    0.7400,2,   33.7251,2,     341.7,2,       180,     442.5,     0.161,2,    0.3913,2
      10.0,2,    0.7400,2,   33.7254,2,     341.5,2,        84,     448.0,     0.160,2,    0.3913,2
      12.0,2,    0.7399,2,   33.7252,2,     341.0,2,       120,     452.3,     0.161,2,    0.3913,2
      14.0,2,    0.7395,2,   33.7253,2,     341.4,2,       108,     457.4,     0.164,2,    0.3913,2
      16.0,2,    0.7383,2,   33.7257,2,     341.4,2,        36,     461.0,     0.157,2,    0.3909,2
      18.0,2,    0.7364,2,   33.7257,2,     341.0,2,       156,     465.0,     0.163,2,    0.3900,2
      20.0,2,    0.7345,2,   33.7262,2,     341.4,2,        60,     469.5,     0.164,2,    0.3891,2
      22.0,2,    0.7364,2,   33.7260,2,     341.9,2,        70,     472.3,     0.163,2,    0.3896,2
      24.0,2,    0.7382,2,   33.7255,2,     340.9,2,       144,     476.8,     0.162,2,    0.3891,2
      26.0,2,    0.7312,2,   33.7268,2,     341.7,2,        48,     480.8,     0.158,2,    0.3891,2
      28.0,2,    0.7267,2,   33.7274,2,     341.3,2,        60,     483.7,     0.162,2,    0.3913,2
      30.0,2,    0.7283,2,   33.7273,2,     340.6,2,        36,     488.5,     0.159,2,    0.3949,2
      32.0,2,    0.7287,2,   33.7272,2,     341.0,2,        72,     491.4,     0.165,2,    0.3957,2
      34.0,2,    0.7293,2,   33.7271,2,     340.1,2,        36,     496.5,     0.164,2,    0.3909,2
      36.0,2,    0.7293,2,   33.7271,2,     341.1,2,        60,     498.5,     0.165,2,    0.3878,2
      38.0,2,    0.7217,2,   33.7279,2,     340.7,2,        84,     503.0,     0.165,2,    0.3882,2
      40.0,2,    0.7327,2,   33.7270,2,     340.6,2,        24,     507.3,     0.163,2,    0.3874,2
      42.0,2,    0.7325,2,   33.7265,2,     342.3,2,        72,     510.5,     0.164,2,    0.3878,2
      44.0,2,    0.7321,2,   33.7266,2,     341.2,2,        72,     515.6,     0.163,2,    0.3878,2
