CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 08803_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 88
CASTNO = 3
DATE = 20070313
TIME = 0627
LATITUDE = -28.3179
LONGITUDE = 95.0084
DEPTH =  3067
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   22.3822,2,   36.1180,2,     217.7,2,         1,     280.4,     0.124,2,    0.0309,2
       2.0,2,   22.3822,2,   36.1180,2,     218.0,2,         1,     290.3,     0.130,2,    0.0305,2
       4.0,2,   22.3823,2,   36.1179,2,     218.2,2,        96,     300.3,     0.135,2,    0.0293,2
       6.0,2,   22.3824,2,   36.1178,2,     218.4,2,       168,     310.3,     0.141,2,    0.0285,2
       8.0,2,   22.3832,2,   36.1178,2,     218.9,2,        84,     322.7,     0.142,2,    0.0281,2
      10.0,2,   22.3837,2,   36.1176,2,     218.4,2,        96,     335.0,     0.141,2,    0.0281,2
      12.0,2,   22.3844,2,   36.1175,2,     218.2,2,       132,     347.5,     0.133,2,    0.0277,2
      14.0,2,   22.3853,2,   36.1176,2,     218.7,2,       156,     359.4,     0.133,2,    0.0277,2
      16.0,2,   22.3864,2,   36.1180,2,     219.6,2,        84,     369.1,     0.131,2,    0.0277,2
      18.0,2,   22.3868,2,   36.1183,2,     218.9,2,       252,     383.3,     0.133,2,    0.0277,2
      20.0,2,   22.3871,2,   36.1187,2,     219.9,2,        84,     391.0,     0.132,2,    0.0277,2
      22.0,2,   22.3875,2,   36.1184,2,     219.6,2,        96,     396.7,     0.139,2,    0.0277,2
      24.0,2,   22.3875,2,   36.1185,2,     219.3,2,        96,     406.3,     0.132,2,    0.0277,2
      26.0,2,   22.3869,2,   36.1187,2,     218.7,2,        60,     415.0,     0.139,2,    0.0277,2
      28.0,2,   22.3871,2,   36.1185,2,     219.5,2,        96,     422.3,     0.131,2,    0.0277,2
      30.0,2,   22.3875,2,   36.1186,2,     218.9,2,        84,     431.0,     0.130,2,    0.0277,2
      32.0,2,   22.3877,2,   36.1186,2,     219.8,2,        72,     438.3,     0.130,2,    0.0281,2
      34.0,2,   22.3876,2,   36.1203,2,     219.4,2,       132,     449.1,     0.128,2,    0.0281,2
      36.0,2,   22.3864,2,   36.1214,2,     219.7,2,       144,     457.2,     0.131,2,    0.0281,2
      38.0,2,   22.3855,2,   36.1220,2,     218.9,2,       156,     464.3,     0.139,2,    0.0281,2
      40.0,2,   22.3853,2,   36.1222,2,     218.6,2,        48,     471.3,     0.135,2,    0.0285,2
      42.0,2,   22.3813,2,   36.1222,2,     219.6,2,        72,     474.7,     0.131,2,    0.0285,2
      44.0,2,   22.3851,2,   36.1220,2,     219.3,2,       120,     483.3,     0.133,2,    0.0285,2
      46.0,2,   22.3827,2,   36.1223,2,     219.8,2,       132,     489.1,     0.133,2,    0.0285,2
      48.0,2,   22.3779,2,   36.1224,2,     219.2,2,       119,     495.8,     0.137,2,    0.0285,2
      50.0,2,   22.3699,2,   36.1223,2,     219.3,2,       156,     501.5,     0.138,2,    0.0285,2
      52.0,2,   22.3618,2,   36.1221,2,     220.3,2,        82,     506.6,     0.134,2,    0.0285,2
      54.0,2,   22.3545,2,   36.1215,2,     219.7,2,        70,     512.1,     0.135,2,    0.0285,2
      56.0,2,   22.3306,2,   36.1202,2,     220.0,2,        71,     517.8,     0.133,2,    0.0285,2
      58.0,2,   22.2950,2,   36.1197,2,     220.4,2,        80,     524.4,     0.132,2,    0.0293,2
      60.0,2,   22.2469,2,   36.1173,2,     220.2,2,        72,     530.3,     0.131,2,    0.0297,2
      62.0,2,   22.1695,2,   36.1110,2,     221.2,2,       141,     535.8,     0.137,2,    0.0305,2
      64.0,2,   21.9836,2,   36.0942,2,     222.2,2,       106,     542.5,     0.136,2,    0.0321,2
      66.0,2,   21.4300,2,   36.0392,2,     227.6,2,       177,     548.5,     0.139,2,    0.0345,2
      68.0,2,   20.8596,2,   35.9913,2,     234.3,2,       117,     554.8,     0.134,2,    0.0370,2
      70.0,2,   20.5042,2,   35.9636,2,     236.8,2,        95,     559.3,     0.131,2,    0.0386,2
      72.0,2,   20.3934,2,   35.9602,2,     240.3,2,       105,     566.6,     0.131,2,    0.0390,2
      74.0,2,   20.1495,2,   35.9567,2,     238.7,2,        96,     571.3,     0.142,2,    0.0390,2
      76.0,2,   20.0078,2,   35.9524,2,     239.1,2,        72,     576.1,     0.135,2,    0.0394,2
      78.0,2,   19.9069,2,   35.9497,2,     240.3,2,        83,     582.5,     0.129,2,    0.0394,2
      80.0,2,   19.8169,2,   35.9455,2,     241.1,2,        95,     589.6,     0.138,2,    0.0402,2
      82.0,2,   19.7015,2,   35.9410,2,     241.8,2,       142,     596.1,     0.135,2,    0.0406,2
      84.0,2,   19.5544,2,   35.9325,2,     242.1,2,        94,     601.3,     0.141,2,    0.0410,2
      86.0,2,   19.3788,2,   35.9210,2,     242.5,2,       107,     606.0,     0.134,2,    0.0414,2
      88.0,2,   19.1973,2,   35.9116,2,     243.5,2,        45,     613.3,     0.138,2,    0.0414,2
      90.0,2,   19.0522,2,   35.9033,2,     243.3,2,        69,     616.4,     0.135,2,    0.0418,2
      92.0,2,   18.8451,2,   35.8939,2,     241.6,2,       139,     624.3,     0.139,2,    0.0414,2
      94.0,2,   18.6776,2,   35.8876,2,     241.2,2,        82,     629.0,     0.139,2,    0.0410,2
      96.0,2,   18.5161,2,   35.8846,2,     242.4,2,        94,     636.3,     0.138,2,    0.0398,2
      98.0,2,   18.3229,2,   35.8772,2,     238.8,2,        94,     640.3,     0.135,2,    0.0386,2
     100.0,2,   18.0379,2,   35.8616,2,     238.1,2,        70,     646.3,     0.138,2,    0.0386,2
     102.0,2,   17.8892,2,   35.8553,2,     239.6,2,        35,     651.1,     0.141,2,    0.0394,2
     104.0,2,   17.6698,2,   35.8432,2,     239.9,2,        46,     654.8,     0.146,2,    0.0394,2
     106.0,2,   17.5972,2,   35.8405,2,     236.7,2,       107,     663.5,     0.144,2,    0.0398,2
     108.0,2,   17.4962,2,   35.8334,2,     238.8,2,        48,     666.8,     0.145,2,    0.0398,2
     110.0,2,   17.2798,2,   35.8111,2,     240.9,2,        35,     675.5,     0.144,2,    0.0406,2
     112.0,2,   16.9520,2,   35.7748,2,     234.8,2,       117,     682.1,     0.148,2,    0.0422,2
     114.0,2,   16.7511,2,   35.7548,2,     237.3,2,        36,     689.5,     0.153,2,    0.0442,2
     116.0,2,   16.7337,2,   35.7647,2,     239.0,2,        60,     691.5,     0.150,2,    0.0455,2
     118.0,2,   16.7091,2,   35.7729,2,     235.9,2,        48,     700.8,     0.160,2,    0.0467,2
     120.0,2,   16.6345,2,   35.7635,2,     233.4,2,        83,     704.6,     0.157,2,    0.0463,2
     122.0,2,   16.3953,2,   35.7231,2,     235.3,2,        35,     709.6,     0.156,2,    0.0442,2
     124.0,2,   16.0663,2,   35.6622,2,     235.5,2,        58,     715.2,     0.155,2,    0.0422,2
     126.0,2,   15.9681,2,   35.6375,2,     241.7,2,       119,     723.4,     0.159,2,    0.0406,2
     128.0,2,   15.8365,2,   35.6070,2,     241.5,2,        48,     728.3,     0.159,2,    0.0386,2
     130.0,2,   15.6629,2,   35.5793,2,     244.3,2,        58,     732.3,     0.157,2,    0.0370,2
     132.0,2,   15.6198,2,   35.5758,2,     242.3,2,        94,     739.3,     0.159,2,    0.0362,2
     134.0,2,   15.5236,2,   35.5620,2,     242.3,2,        81,     743.5,     0.157,2,    0.0350,2
     136.0,2,   15.4881,2,   35.5544,2,     244.5,2,        35,     751.0,     0.153,2,    0.0341,2
     138.0,2,   15.4358,2,   35.5454,2,     241.1,2,       117,     756.5,     0.158,2,    0.0337,2
     140.0,2,   15.3069,2,   35.5224,2,     240.7,2,       141,     763.8,     0.159,2,    0.0329,2
     142.0,2,   15.2461,2,   35.5085,2,     242.0,2,        82,     768.5,     0.155,2,    0.0333,2
     144.0,2,   15.1677,2,   35.4898,2,     242.6,2,        71,     773.1,     0.157,2,    0.0337,2
     146.0,2,   14.9385,2,   35.4492,2,     241.5,2,        47,     780.4,     0.154,2,    0.0325,2
     148.0,2,   14.9486,2,   35.4507,2,     241.0,2,       117,     791.8,     0.160,2,    0.0309,2
     150.0,2,   14.9230,2,   35.4441,2,     242.2,2,       118,     801.8,     0.158,2,    0.0305,2
