CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 01001_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 10
CASTNO = 1
DATE = 20070217
TIME = 2318
LATITUDE = -63.5251
LONGITUDE = 82.0004
DEPTH =  3357
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    0.6439,2,   33.7152,2,     337.4,2,         1,     370.0,     0.157,2,    0.2980,2
       2.0,2,    0.6429,2,   33.7148,2,     337.9,2,        36,     380.5,     0.158,2,    0.2967,2
       4.0,2,    0.6418,2,   33.7145,2,     338.2,2,       156,     391.1,     0.159,2,    0.2946,2
       6.0,2,    0.6419,2,   33.7146,2,     338.9,2,        84,     419.8,     0.164,2,    0.2924,2
       8.0,2,    0.6411,2,   33.7146,2,     338.5,2,        72,     425.5,     0.164,2,    0.2907,2
      10.0,2,    0.6423,2,   33.7147,2,     339.0,2,        96,     432.7,     0.163,2,    0.2899,2
      12.0,2,    0.6425,2,   33.7145,2,     339.5,2,        96,     437.9,     0.157,2,    0.2877,2
      14.0,2,    0.6425,2,   33.7148,2,     339.7,2,        60,     443.0,     0.159,2,    0.2860,2
      16.0,2,    0.6432,2,   33.7146,2,     339.0,2,        48,     449.3,     0.163,2,    0.2873,2
      18.0,2,    0.6435,2,   33.7142,2,     339.7,2,       120,     454.5,     0.162,2,    0.2890,2
      20.0,2,    0.6431,2,   33.7146,2,     339.9,2,        84,     460.7,     0.164,2,    0.2894,2
      22.0,2,    0.6439,2,   33.7149,2,     340.2,2,        60,     466.5,     0.160,2,    0.2873,2
      24.0,2,    0.6435,2,   33.7143,2,     340.3,2,        84,     471.0,     0.159,2,    0.2860,2
      26.0,2,    0.6431,2,   33.7147,2,     340.2,2,        96,     478.7,     0.161,2,    0.2873,2
      28.0,2,    0.6425,2,   33.7144,2,     339.9,2,       108,     486.0,     0.165,2,    0.2864,2
      30.0,2,    0.6420,2,   33.7146,2,     340.2,2,        84,     490.6,     0.164,2,    0.2851,2
      32.0,2,    0.6411,2,   33.7150,2,     339.7,2,        48,     496.8,     0.167,2,    0.2890,2
      34.0,2,    0.6405,2,   33.7146,2,     339.8,2,        60,     501.2,     0.160,2,    0.2929,2
      36.0,2,    0.6405,2,   33.7148,2,     340.2,2,        71,     507.3,     0.166,2,    0.2907,2
      38.0,2,    0.6397,2,   33.7148,2,     339.8,2,       119,     511.9,     0.162,2,    0.2903,2
      40.0,2,    0.5771,2,   33.7194,2,     341.0,2,        36,     517.5,     0.160,2,    0.2894,2
      42.0,2,    0.2049,2,   33.7651,2,     341.5,2,        70,     519.8,     0.165,2,    0.2727,2
      44.0,2,   -0.1815,2,   33.8108,2,     327.9,2,       117,     524.8,     0.166,2,    0.2259,2
      46.0,2,   -0.6086,2,   33.8689,2,     322.3,2,        35,     529.6,     0.167,2,    0.1587,2
      48.0,2,   -0.7618,2,   33.8960,2,     316.5,2,       106,     532.5,     0.165,2,    0.1091,2
      50.0,2,   -0.8650,2,   33.9168,2,     305.2,2,       106,     537.4,     0.167,2,    0.0910,2
      52.0,2,   -0.8980,2,   33.9306,2,     301.5,2,        60,     541.5,     0.161,2,    0.0910,2
      54.0,2,   -0.9179,2,   33.9373,2,     300.9,2,        72,     544.3,     0.163,2,    0.0939,2
      56.0,2,   -0.9244,2,   33.9537,2,     298.9,2,        71,     548.0,     0.165,2,    0.0923,2
      58.0,2,   -0.9636,2,   33.9744,2,     295.6,2,        36,     553.5,     0.165,2,    0.0857,2
      60.0,2,   -0.9411,2,   33.9942,2,     295.5,2,        36,     555.0,     0.166,2,    0.0796,2
      62.0,2,   -0.9378,2,   33.9808,2,     289.0,2,       120,     560.7,     0.168,2,    0.0751,2
      64.0,2,   -0.8779,2,   34.0258,2,     288.5,2,        36,     565.0,     0.167,2,    0.0670,2
      66.0,2,   -0.8271,2,   34.0502,2,     288.8,2,        60,     567.0,     0.165,2,    0.0580,2
      68.0,2,   -0.7679,2,   34.0664,2,     277.8,2,        59,     572.3,     0.165,2,    0.0523,2
      70.0,2,   -0.6268,2,   34.1016,2,     274.4,2,        84,     577.1,     0.171,2,    0.0467,2
      72.0,2,   -0.4311,2,   34.1339,2,     270.3,2,        36,     581.0,     0.167,2,    0.0410,2
      74.0,2,   -0.4039,2,   34.1430,2,     270.4,2,        48,     582.8,     0.176,2,    0.0386,2
