CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 01302_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 13
CASTNO = 2
DATE = 20070218
TIME = 1821
LATITUDE = -62.5196
LONGITUDE = 82.0193
DEPTH =  1969
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    0.8634,2,   33.8245,2,     331.6,2,         1,     338.7,     0.176,2, -999.0000,9
       2.0,2,    0.8618,2,   33.8237,2,     332.9,2,       108,     362.4,     0.171,2, -999.0000,9
       4.0,2,    0.8603,2,   33.8229,2,     333.2,2,       216,     386.1,     0.165,2,    0.3786,2
       6.0,2,    0.8601,2,   33.8234,2,     333.0,2,       156,     397.5,     0.170,2,    0.3786,2
       8.0,2,    0.8609,2,   33.8230,2,     332.8,2,       144,     403.8,     0.168,2,    0.3777,2
      10.0,2,    0.8622,2,   33.8238,2,     334.7,2,        96,     409.4,     0.164,2,    0.3786,2
      12.0,2,    0.8603,2,   33.8235,2,     334.2,2,       108,     415.5,     0.165,2,    0.3799,2
      14.0,2,    0.8591,2,   33.8233,2,     333.9,2,       120,     420.3,     0.166,2,    0.3803,2
      16.0,2,    0.8600,2,   33.8234,2,     333.8,2,        84,     424.5,     0.168,2,    0.3799,2
      18.0,2,    0.8601,2,   33.8236,2,     334.6,2,        96,     428.3,     0.165,2,    0.3786,2
      20.0,2,    0.8583,2,   33.8234,2,     334.6,2,       120,     432.8,     0.167,2,    0.3777,2
      22.0,2,    0.8589,2,   33.8237,2,     333.4,2,        60,     436.5,     0.167,2,    0.3781,2
      24.0,2,    0.8582,2,   33.8233,2,     334.7,2,       132,     440.5,     0.170,2,    0.3790,2
      26.0,2,    0.8585,2,   33.8234,2,     333.6,2,        72,     444.8,     0.166,2,    0.3790,2
      28.0,2,    0.8606,2,   33.8240,2,     335.0,2,       144,     449.3,     0.166,2,    0.3755,2
      30.0,2,    0.8653,2,   33.8276,2,     334.8,2,        48,     453.3,     0.168,2,    0.3658,2
      32.0,2,    0.8662,2,   33.8304,2,     333.9,2,        48,     455.3,     0.170,2,    0.3588,2
      34.0,2,    0.8708,2,   33.8305,2,     330.1,2,        72,     459.5,     0.169,2,    0.3641,2
      36.0,2,    0.8734,2,   33.8330,2,     330.6,2,        48,     463.8,     0.172,2,    0.3768,2
      38.0,2,    0.8739,2,   33.8326,2,     329.9,2,       108,     467.9,     0.172,2,    0.3794,2
      40.0,2,    0.8600,2,   33.8347,2,     329.5,2,        94,     472.8,     0.168,2,    0.3711,2
      42.0,2,    0.8603,2,   33.8358,2,     329.7,2,        59,     476.0,     0.170,2,    0.3667,2
      44.0,2,    0.8691,2,   33.8371,2,     329.3,2,       117,     479.8,     0.164,2,    0.3676,2
      46.0,2,    0.8593,2,   33.8403,2,     328.9,2,        95,     484.3,     0.170,2,    0.3702,2
      48.0,2,    0.8221,2,   33.8412,2,     326.6,2,       108,     488.5,     0.168,2,    0.3728,2
      50.0,2,    0.7914,2,   33.8440,2,     327.0,2,        72,     492.3,     0.173,2,    0.3614,2
      52.0,2,    0.5461,2,   33.8813,2,     327.2,2,        82,     495.6,     0.174,2,    0.3292,2
      54.0,2,    0.3042,2,   33.9194,2,     302.9,2,        83,     499.8,     0.171,2,    0.2851,2
      56.0,2,    0.1215,2,   33.9603,2,     291.0,2,       107,     504.1,     0.169,2,    0.2420,2
      58.0,2,    0.0369,2,   33.9786,2,     288.4,2,        84,     508.0,     0.172,2,    0.2043,2
      60.0,2,   -0.0911,2,   34.0133,2,     291.1,2,        84,     511.5,     0.173,2,    0.1679,2
      62.0,2,   -0.1707,2,   34.0326,2,     280.1,2,       132,     516.0,     0.172,2,    0.1413,2
      64.0,2,   -0.1803,2,   34.0534,2,     281.6,2,        60,     520.0,     0.170,2,    0.1276,2
      66.0,2,   -0.2099,2,   34.0733,2,     281.7,2,       108,     523.5,     0.174,2,    0.1181,2
      68.0,2,   -0.2243,2,   34.0812,2,     275.2,2,        96,     527.8,     0.172,2,    0.1115,2
      70.0,2,   -0.2540,2,   34.0897,2,     275.3,2,       120,     532.3,     0.177,2,    0.1050,2
      72.0,2,   -0.3149,2,   34.1218,2,     276.1,2,        58,     536.1,     0.173,2,    0.0902,2
      74.0,2,   -0.3325,2,   34.1663,2,     270.1,2,       108,     539.5,     0.178,2,    0.0710,2
      76.0,2,   -0.3141,2,   34.1855,2,     251.0,2,       107,     544.0,     0.176,2,    0.0600,2
      78.0,2,   -0.2685,2,   34.2100,2,     252.0,2,        58,     547.5,     0.181,2,    0.0532,2
      80.0,2,   -0.1434,2,   34.2469,2,     247.9,2,        83,     551.2,     0.180,2,    0.0467,2
      82.0,2,   -0.0390,2,   34.2697,2,     235.6,2,        48,     555.8,     0.177,2,    0.0426,2
      84.0,2,    0.0750,2,   34.2905,2,     238.9,2,       119,     559.4,     0.181,2,    0.0402,2
      86.0,2,    0.1041,2,   34.2962,2,     223.8,2,        59,     564.1,     0.181,2,    0.0386,2
      88.0,2,    0.1621,2,   34.3109,2,     229.7,2,        95,     567.3,     0.186,2,    0.0362,2
      90.0,2,    0.2633,2,   34.3366,2,     226.8,2,        83,     571.1,     0.187,2,    0.0341,2
      92.0,2,    0.3053,2,   34.3449,2,     219.0,2,       118,     575.3,     0.185,2,    0.0321,2
      94.0,2,    0.4713,2,   34.3762,2,     217.6,2,        71,     579.3,     0.189,2,    0.0293,2
      96.0,2,    0.5473,2,   34.3905,2,     213.7,2,        82,     582.6,     0.188,2,    0.0265,2
      98.0,2,    0.6318,2,   34.4057,2,     203.1,2,       120,     587.2,     0.190,2,    0.0245,2
     100.0,2,    0.6349,2,   34.4058,2,     199.7,2,        70,     591.8,     0.192,2,    0.0229,2
     102.0,2,    0.6843,2,   34.4162,2,     204.4,2,        48,     594.3,     0.190,2,    0.0213,2
     104.0,2,    0.8058,2,   34.4389,2,     200.4,2,       164,     598.8,     0.194,2,    0.0209,2
     106.0,2,    0.8962,2,   34.4526,2,     194.3,2,        60,     603.5,     0.194,2,    0.0209,2
     108.0,2,    0.9853,2,   34.4674,2,     197.1,2,        71,     606.3,     0.195,2,    0.0205,2
     110.0,2,    1.0746,2,   34.4817,2,     188.4,2,       131,     610.6,     0.196,2,    0.0188,2
     112.0,2,    1.1446,2,   34.4944,2,     183.5,2,        96,     615.5,     0.197,2,    0.0180,2
     114.0,2,    1.1719,2,   34.5017,2,     183.4,2,        47,     619.8,     0.197,2,    0.0176,2
     116.0,2,    1.2007,2,   34.5112,2,     185.7,2,        36,     621.5,     0.200,2,    0.0180,2
     118.0,2,    1.2032,2,   34.5106,2,     183.1,2,        96,     625.8,     0.196,2,    0.0176,2
