CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 06002_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 60
CASTNO = 2
DATE = 20070305
TIME = 0825
LATITUDE = -42.5116
LONGITUDE = 95.0097
DEPTH =  3390
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   13.5167,2,   34.7538,2,     262.5,2,         1,     212.1,     0.138,2,    0.2993,2
       2.0,2,   13.5374,2,   34.7539,2,     262.3,2,         1,     239.7,     0.142,2,    0.2967,2
       4.0,2,   13.5582,2,   34.7541,2,     262.2,2,       108,     267.4,     0.145,2,    0.2933,2
       6.0,2,   13.5790,2,   34.7542,2,     262.1,2,       216,     295.0,     0.148,2,    0.2907,2
       8.0,2,   13.5603,2,   34.7539,2,     262.7,2,       153,     306.9,     0.148,2,    0.2924,2
      10.0,2,   13.5244,2,   34.7529,2,     262.9,2,       236,     318.3,     0.147,2,    0.3019,2
      12.0,2,   13.4788,2,   34.7520,2,     263.4,2,       128,     328.9,     0.145,2,    0.3183,2
      14.0,2,   13.4401,2,   34.7513,2,     264.1,2,        71,     340.5,     0.145,2,    0.3318,2
      16.0,2,   13.4236,2,   34.7511,2,     264.1,2,        83,     355.0,     0.149,2,    0.3379,2
      18.0,2,   13.4152,2,   34.7507,2,     264.5,2,       108,     371.1,     0.150,2,    0.3444,2
      20.0,2,   13.4121,2,   34.7509,2,     264.1,2,       131,     383.4,     0.150,2,    0.3505,2
      22.0,2,   13.4076,2,   34.7509,2,     264.7,2,        84,     395.4,     0.153,2,    0.3536,2
      24.0,2,   13.4058,2,   34.7508,2,     264.4,2,       156,     419.1,     0.150,2,    0.3597,2
      26.0,2,   13.4015,2,   34.7509,2,     264.4,2,        84,     437.3,     0.150,2,    0.3685,2
      28.0,2,   13.3996,2,   34.7508,2,     264.3,2,       120,     450.7,     0.148,2,    0.3724,2
      30.0,2,   13.3987,2,   34.7510,2,     264.1,2,        96,     461.0,     0.149,2,    0.3693,2
      32.0,2,   13.3968,2,   34.7511,2,     263.9,2,        96,     472.2,     0.146,2,    0.3601,2
      34.0,2,   13.3950,2,   34.7512,2,     264.2,2,       108,     487.1,     0.152,2,    0.3475,2
      36.0,2,   13.3944,2,   34.7512,2,     264.2,2,       108,     499.2,     0.147,2,    0.3370,2
      38.0,2,   13.3926,2,   34.7511,2,     263.8,2,       168,     512.4,     0.150,2,    0.3283,2
      40.0,2,   13.3896,2,   34.7511,2,     263.7,2,       156,     524.8,     0.149,2,    0.3227,2
      42.0,2,   13.3872,2,   34.7510,2,     264.3,2,       107,     534.1,     0.150,2,    0.3196,2
      44.0,2,   13.3864,2,   34.7511,2,     263.7,2,       156,     547.3,     0.152,2,    0.3179,2
