CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 01801_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 18
CASTNO = 1
DATE = 20070220
TIME = 0024
LATITUDE = -59.9960
LONGITUDE = 82.0057
DEPTH =  964
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,    1.0200,2,   33.9125,2,     334.5,2,         1,     263.7,     0.162,2,    0.3790,2
       2.0,2,    1.0416,2,   33.9129,2,     334.6,2,        36,     290.5,     0.164,2,    0.3728,2
       4.0,2,    1.0633,2,   33.9134,2,     334.7,2,       120,     317.4,     0.165,2,    0.3663,2
       6.0,2,    1.0632,2,   33.9130,2,     336.8,2,       179,     370.7,     0.164,2,    0.3641,2
       8.0,2,    1.0511,2,   33.9128,2,     336.5,2,        82,     382.1,     0.164,2,    0.3636,2
      10.0,2,    1.0435,2,   33.9118,2,     336.9,2,       144,     392.0,     0.167,2,    0.3654,2
      12.0,2,    1.0286,2,   33.9117,2,     337.5,2,       154,     404.1,     0.168,2,    0.3728,2
      14.0,2,    0.9904,2,   33.9107,2,     337.5,2,       106,     413.8,     0.165,2,    0.3790,2
      16.0,2,    1.0254,2,   33.9126,2,     337.7,2,       107,     424.7,     0.168,2,    0.3759,2
      18.0,2,    1.0178,2,   33.9120,2,     337.5,2,        84,     436.6,     0.167,2,    0.3816,2
      20.0,2,    0.9891,2,   33.9109,2,     337.5,2,       120,     448.1,     0.169,2,    0.4015,2
      22.0,2,    0.9801,2,   33.9112,2,     336.7,2,        96,     458.7,     0.165,2,    0.4161,2
      24.0,2,    0.9777,2,   33.9108,2,     337.0,2,        82,     466.5,     0.165,2,    0.4214,2
      26.0,2,    0.9768,2,   33.9112,2,     336.9,2,        96,     471.8,     0.169,2,    0.4192,2
      28.0,2,    0.9763,2,   33.9115,2,     336.2,2,        84,     479.8,     0.171,2,    0.4166,2
      30.0,2,    0.9759,2,   33.9118,2,     336.3,2,        96,     485.4,     0.167,2,    0.4183,2
      32.0,2,    0.9749,2,   33.9118,2,     336.4,2,        48,     492.3,     0.167,2,    0.4197,2
      34.0,2,    0.9736,2,   33.9120,2,     336.0,2,       192,     497.3,     0.168,2,    0.4152,2
      36.0,2,    0.9733,2,   33.9120,2,     335.6,2,       120,     503.8,     0.170,2,    0.4037,2
      38.0,2,    0.9720,2,   33.9120,2,     335.9,2,        72,     507.8,     0.172,2,    0.3931,2
      40.0,2,    0.9703,2,   33.9125,2,     336.2,2,        60,     510.5,     0.171,2,    0.3949,2
      42.0,2,    0.9692,2,   33.9123,2,     335.7,2,        72,     515.1,     0.170,2,    0.3988,2
      44.0,2,    0.9699,2,   33.9127,2,     335.0,2,        72,     522.5,     0.166,2,    0.3966,2
      46.0,2,    0.9706,2,   33.9126,2,     335.2,2,       156,     532.0,     0.166,2,    0.3935,2
      48.0,2,    0.9720,2,   33.9135,2,     335.5,2,        60,     539.2,     0.169,2,    0.3909,2
      50.0,2,    0.9717,2,   33.9135,2,     334.9,2,        60,     545.5,     0.168,2,    0.3882,2
      52.0,2,    0.9714,2,   33.9139,2,     334.9,2,        36,     551.5,     0.172,2,    0.3913,2
      54.0,2,    0.9691,2,   33.9144,2,     335.0,2,        72,     556.8,     0.168,2,    0.3984,2
      56.0,2,    0.9538,2,   33.9191,2,     334.4,2,       119,     562.6,     0.169,2,    0.4019,2
      58.0,2,    0.9471,2,   33.9209,2,     333.7,2,        24,     568.8,     0.166,2,    0.4033,2
      60.0,2,    0.9257,2,   33.9244,2,     334.6,2,        60,     570.5,     0.172,2,    0.4037,2
      62.0,2,    0.8859,2,   33.9301,2,     333.0,2,        46,     582.3,     0.176,2,    0.3896,2
      64.0,2,    0.8065,2,   33.9456,2,     333.1,2,        72,     584.8,     0.170,2,    0.3571,2
      66.0,2,    0.5431,2,   33.9960,2,     333.0,2,        71,     592.8,     0.170,2,    0.2886,2
      68.0,2,    0.0889,2,   34.0938,2,     328.6,2,        83,     596.1,     0.172,2,    0.1930,2
      70.0,2,   -0.0716,2,   34.1382,2,     314.2,2,        96,     599.8,     0.174,2,    0.1280,2
      72.0,2,   -0.1074,2,   34.1507,2,     302.7,2,       156,     605.0,     0.175,2,    0.1000,2
      74.0,2,   -0.1593,2,   34.1776,2,     303.7,2,        36,     609.0,     0.175,2,    0.0820,2
      76.0,2,   -0.1678,2,   34.2058,2,     300.9,2,       132,     612.7,     0.177,2,    0.0686,2
      78.0,2,   -0.1429,2,   34.2279,2,     289.6,2,        47,     618.3,     0.175,2,    0.0592,2
      80.0,2,   -0.1405,2,   34.2530,2,     287.8,2,       118,     621.8,     0.177,2,    0.0507,2
      82.0,2,   -0.1018,2,   34.2741,2,     280.8,2,        48,     625.3,     0.177,2,    0.0438,2
      84.0,2,   -0.0757,2,   34.2839,2,     276.3,2,        70,     628.6,     0.181,2,    0.0406,2
      86.0,2,   -0.0262,2,   34.3060,2,     269.4,2,        23,     634.8,     0.176,2,    0.0382,2
      88.0,2,    0.0302,2,   34.3163,2,     263.9,2,        70,     644.0,     0.183,2,    0.0358,2
      90.0,2,    0.0878,2,   34.3305,2,     256.2,2,       117,     654.8,     0.184,2,    0.0350,2
      92.0,2,    0.0800,2,   34.3282,2,     248.6,2,        71,     661.0,     0.181,2,    0.0333,2
      94.0,2,    0.2591,2,   34.3775,2,     242.0,2,        82,     669.4,     0.187,2,    0.0301,2
      96.0,2,    0.3250,2,   34.3904,2,     238.4,2,        33,     679.0,     0.184,2,    0.0281,2
      98.0,2,    0.3321,2,   34.3922,2,     230.5,2,       166,     685.8,     0.187,2,    0.0269,2
     100.0,2,    0.4947,2,   34.4329,2,     226.4,2,       142,     693.3,     0.190,2,    0.0253,2
     102.0,2,    0.6067,2,   34.4529,2,     217.0,2,        83,     698.1,     0.188,2,    0.0233,2
     104.0,2,    0.6136,2,   34.4545,2,     213.4,2,        70,     702.4,     0.191,2,    0.0221,2
     106.0,2,    0.6657,2,   34.4638,2,     212.1,2,        47,     710.3,     0.189,2,    0.0217,2
     108.0,2,    0.7290,2,   34.4762,2,     212.6,2,        83,     713.0,     0.192,2,    0.0221,2
     110.0,2,    0.7065,2,   34.4727,2,     204.8,2,        46,     723.3,     0.195,2,    0.0217,2
     112.0,2,    0.7645,2,   34.4824,2,     208.1,2,        35,     725.1,     0.201,2,    0.0209,2
     114.0,2,    0.7622,2,   34.4817,2,     204.7,2,        70,     730.2,     0.194,2,    0.0209,2
     116.0,2,    0.7719,2,   34.4835,2,     202.4,2,        84,     738.0,     0.195,2,    0.0205,2
     118.0,2,    0.8120,2,   34.4919,2,     201.3,2,        48,     742.8,     0.190,2,    0.0205,2
     120.0,2,    0.8806,2,   34.5041,2,     199.9,2,        57,     747.1,     0.193,2,    0.0196,2
     122.0,2,    0.9707,2,   34.5219,2,     198.5,2,        36,     752.5,     0.195,2,    0.0188,2
     124.0,2,    0.9438,2,   34.5142,2,     196.2,2,        82,     761.4,     0.194,2,    0.0188,2
     126.0,2,    1.0083,2,   34.5271,2,     192.7,2,       177,     772.7,     0.195,2,    0.0188,2
     128.0,2,    1.1408,2,   34.5521,2,     188.2,2,        84,     782.3,     0.200,2,    0.0172,2
     130.0,2,    1.1615,2,   34.5555,2,     186.6,2,        71,     789.5,     0.201,2,    0.0164,2
     132.0,2,    1.0971,2,   34.5441,2,     187.3,2,       141,     800.5,     0.200,2,    0.0172,2
     134.0,2,    1.1493,2,   34.5531,2,     188.2,2,        84,     808.2,     0.203,2,    0.0176,2
     136.0,2,    1.1736,2,   34.5570,2,     186.4,2,        95,     816.2,     0.201,2,    0.0172,2
     138.0,2,    1.1772,2,   34.5571,2,     185.7,2,        60,     823.8,     0.200,2,    0.0168,2
     140.0,2,    1.1805,2,   34.5581,2,     186.3,2,        36,     828.5,     0.198,2,    0.0172,2
     142.0,2,    1.1768,2,   34.5569,2,     186.5,2,        96,     843.8,     0.198,2,    0.0180,2
     144.0,2,    1.1819,2,   34.5578,2,     186.7,2,        96,     854.3,     0.197,2,    0.0172,2
     146.0,2,    1.1864,2,   34.5587,2,     187.2,2,       156,     859.5,     0.200,2,    0.0156,2
     148.0,2,    1.2023,2,   34.5615,2,     187.0,2,       131,     865.9,     0.199,2,    0.0152,2
     150.0,2,    1.2865,2,   34.5777,2,     186.1,2,       120,     871.3,     0.205,2,    0.0148,2
