CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 07501_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 75
CASTNO = 1
DATE = 20070309
TIME = 2000
LATITUDE = -35.0009
LONGITUDE = 95.0021
DEPTH =  4370
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   17.2491,2,   34.9537,2,     238.4,2,         1,     165.7,     0.148,2, -999.0000,9
       2.0,2,   17.2499,2,   34.9537,2,     240.4,2,        72,     176.3,     0.147,2, -999.0000,9
       4.0,2,   17.2507,2,   34.9537,2,     241.6,2,       167,     186.9,     0.146,2, -999.0000,9
       6.0,2,   17.2593,2,   34.9539,2,     242.1,2,       156,     204.2,     0.148,2, -999.0000,9
       8.0,2,   17.2618,2,   34.9540,2,     242.7,2,       132,     210.5,     0.148,2, -999.0000,9
      10.0,2,   17.2620,2,   34.9539,2,     242.9,2,       144,     216.3,     0.148,2, -999.0000,9
      12.0,2,   17.2632,2,   34.9542,2,     243.5,2,       180,     223.0,     0.144,2, -999.0000,9
      14.0,2,   17.2630,2,   34.9542,2,     243.4,2,        84,     228.5,     0.148,2, -999.0000,9
      16.0,2,   17.2629,2,   34.9541,2,     243.5,2,       180,     234.0,     0.147,2, -999.0000,9
      18.0,2,   17.2577,2,   34.9537,2,     243.9,2,       131,     240.5,     0.146,2, -999.0000,9
      20.0,2,   17.2518,2,   34.9533,2,     244.0,2,       167,     247.0,     0.145,2, -999.0000,9
      22.0,2,   17.2341,2,   34.9524,2,     244.6,2,        70,     252.3,     0.141,2, -999.0000,9
      24.0,2,   17.2310,2,   34.9519,2,     244.5,2,       120,     257.5,     0.147,2, -999.0000,9
      26.0,2,   17.2261,2,   34.9524,2,     244.5,2,       132,     264.7,     0.146,2, -999.0000,9
      28.0,2,   17.2186,2,   34.9514,2,     244.9,2,       144,     271.3,     0.146,2, -999.0000,9
      30.0,2,   17.2149,2,   34.9514,2,     245.2,2,       120,     276.8,     0.144,2, -999.0000,9
      32.0,2,   17.2080,2,   34.9501,2,     244.8,2,       180,     283.0,     0.148,2, -999.0000,9
      34.0,2,   17.2051,2,   34.9496,2,     245.1,2,        96,     288.8,     0.146,2, -999.0000,9
      36.0,2,   17.2024,2,   34.9490,2,     244.9,2,       144,     294.5,     0.147,2, -999.0000,9
      38.0,2,   17.1970,2,   34.9479,2,     245.1,2,       108,     300.5,     0.148,2, -999.0000,9
      40.0,2,   17.1938,2,   34.9473,2,     245.3,2,       180,     306.5,     0.145,2, -999.0000,9
      42.0,2,   17.1916,2,   34.9476,2,     245.0,2,       144,     313.3,     0.147,2, -999.0000,9
      44.0,2,   17.1905,2,   34.9472,2,     245.1,2,       156,     319.5,     0.150,2, -999.0000,9
