CTD,20171109CCHSIO
# SHIP: Roger Revelle
# Cruise: I8S.2007
# DATES: 20070204 - 20070317
# Region: far SE Indian Ocean
# Chief Scientist: J.Swift, A. Wong
# CTDO: Who - James Swift/SIO; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327 stations 1:68,83:88
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:490 stations 69:82
# CDOM Fluorometer (CTDCDOMFRAW) : Who - Norm Nelson-UCSB, Dave Siegel-UCSB; Status - final
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm; SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070204
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
# EVENT_CODE = unknown
# DEPTH_TYPE = unknown
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# DATE_UNITS: YYYYMMDD
# TIME_UNITS = HHMM
# Changed SECT_ID value from I8S to I08S to match CCHDO Lines
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: 07802_ct1.csv 
# CTD,20070314SIO - Previous Time Stamp 
NUMBER_HEADERS = 11
EXPOCODE = 33RR20070204
SECT_ID = I08S
STNNBR = 78
CASTNO = 2
DATE = 20070310
TIME = 1643
LATITUDE = -33.5080
LONGITUDE = 95.0009
DEPTH =  4369
INSTRUMENT_ID = 381
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDNOBS,CTDETIME,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,,,0-5VDC,,/METER,
       0.0,2,   19.1631,2,   35.3677,2,     230.2,2,         1,     141.0,     0.139,2,    0.2149,2
       2.0,2,   19.1632,2,   35.3680,2,     232.5,2,         1,     155.5,     0.144,2,    0.2161,2
       4.0,2,   19.1633,2,   35.3684,2,     233.4,2,       180,     170.0,     0.148,2,    0.2174,2
       6.0,2,   19.1633,2,   35.3687,2,     234.2,2,       132,     184.5,     0.153,2,    0.2178,2
       8.0,2,   19.1691,2,   35.3693,2,     234.3,2,       129,     191.8,     0.146,2,    0.2174,2
      10.0,2,   19.1707,2,   35.3687,2,     235.4,2,       106,     198.5,     0.149,2,    0.2174,2
      12.0,2,   19.1671,2,   35.3680,2,     234.9,2,       108,     204.6,     0.148,2,    0.2187,2
      14.0,2,   19.1615,2,   35.3668,2,     234.9,2,       117,     212.8,     0.149,2,    0.2233,2
      16.0,2,   19.1291,2,   35.3631,2,     234.9,2,       202,     220.5,     0.149,2,    0.2309,2
      18.0,2,   19.1139,2,   35.3632,2,     235.4,2,       120,     227.3,     0.149,2,    0.2369,2
      20.0,2,   19.1065,2,   35.3654,2,     235.8,2,       120,     234.3,     0.150,2,    0.2343,2
      22.0,2,   19.0885,2,   35.3835,2,     235.5,2,       132,     241.5,     0.149,2,    0.2259,2
      24.0,2,   19.0638,2,   35.4209,2,     233.5,2,       192,     248.3,     0.150,2,    0.2229,2
      26.0,2,   19.0010,2,   35.4550,2,     233.5,2,       155,     255.7,     0.150,2,    0.2292,2
      28.0,2,   19.0146,2,   35.4802,2,     234.1,2,        96,     261.3,     0.149,2,    0.2348,2
      30.0,2,   19.0385,2,   35.5090,2,     234.5,2,       164,     266.8,     0.151,2,    0.2360,2
      32.0,2,   19.0385,2,   35.5166,2,     234.1,2,       168,     273.8,     0.149,2,    0.2365,2
      34.0,2,   19.0228,2,   35.5293,2,     234.7,2,       144,     280.4,     0.149,2,    0.2360,2
      36.0,2,   19.0317,2,   35.5460,2,     234.3,2,        82,     285.6,     0.151,2,    0.2322,2
      38.0,2,   19.0521,2,   35.5589,2,     234.3,2,       166,     290.8,     0.148,2,    0.2284,2
      40.0,2,   19.0777,2,   35.5759,2,     233.8,2,       167,     297.8,     0.146,2,    0.2267,2
      42.0,2,   19.0928,2,   35.5859,2,     233.0,2,        95,     303.8,     0.148,2,    0.2271,2
      44.0,2,   19.0936,2,   35.5958,2,     233.8,2,       131,     308.9,     0.147,2,    0.2276,2
