CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00197_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/19702.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 197
CASTNO = 2
DATE = 20070426
TIME = 1601
LATITUDE = 17.0002
LONGITUDE = 89.8507
DEPTH =   2358
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   30.0640,6,   32.5968,6,     197.1,6,     0.132,1,    0.0293,2
       2.0,2,   30.0082,2,   32.5935,2,     197.3,2,     0.130,1,    0.0293,2
       4.0,2,   29.9523,2,   32.5902,2,     197.4,2,     0.128,1,    0.0293,2
       6.0,2,   29.8522,2,   32.5928,2,     198.3,2,     0.130,1,    0.0297,2
       8.0,2,   29.5873,2,   32.5720,2,     197.5,2,     0.131,1,    0.0305,2
      10.0,2,   29.5569,2,   32.5697,2,     197.9,2,     0.129,1,    0.0309,2
      12.0,2,   29.5149,2,   32.5592,2,     198.5,2,     0.130,1,    0.0305,2
      14.0,2,   29.5020,2,   32.5556,2,     198.4,2,     0.137,1,    0.0305,2
      16.0,2,   29.4624,2,   32.5458,2,     198.5,2,     0.133,1,    0.0313,2
      18.0,2,   29.4478,2,   32.5467,2,     199.0,2,     0.134,1,    0.0317,2
      20.0,2,   29.4256,2,   32.5474,2,     198.9,2,     0.133,1,    0.0321,2
      22.0,2,   29.2858,2,   32.5892,2,     199.6,2,     0.130,1,    0.0333,2
      24.0,2,   29.0919,2,   32.6636,2,     201.1,2,     0.136,1,    0.0337,2
      26.0,2,   29.0556,2,   32.6947,2,     201.5,2,     0.135,1,    0.0337,2
      28.0,2,   28.9699,2,   32.7802,2,     202.5,2,     0.132,1,    0.0345,2
      30.0,2,   28.7875,2,   33.0550,2,     204.4,2,     0.131,1,    0.0354,2
      32.0,2,   28.7544,2,   33.1642,2,     206.7,2,     0.133,1,    0.0358,2
      34.0,2,   28.5900,2,   33.4196,2,     206.9,2,     0.132,1,    0.0358,2
      36.0,2,   28.4340,2,   33.5042,2,     206.8,2,     0.135,1,    0.0370,2
      38.0,2,   28.3452,2,   33.5486,2,     206.9,2,     0.139,1,    0.0378,2
      40.0,2,   28.2345,2,   33.6313,2,     206.6,2,     0.134,1,    0.0378,2
      42.0,2,   28.0745,2,   33.6499,2,     204.9,2,     0.138,1,    0.0378,2
      44.0,2,   27.9737,2,   33.6735,2,     204.5,2,     0.139,1,    0.0382,2
      46.0,2,   27.8993,2,   33.7265,2,     203.7,2,     0.140,1,    0.0390,2
      48.0,2,   27.8315,2,   33.7648,2,     202.4,2,     0.142,1,    0.0398,2
      50.0,2,   27.6732,2,   33.8550,2,     201.2,2,     0.138,1,    0.0418,2
      52.0,2,   27.5220,2,   33.9684,2,     194.0,2,     0.153,1,    0.0471,2
      54.0,2,   27.3116,2,   34.1162,2,     183.9,2,     0.157,1,    0.0564,2
      56.0,2,   27.1537,2,   34.2094,2,     175.4,2,     0.159,1,    0.0657,2
