CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00126_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/12601.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:54 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 126
CASTNO = 1
DATE = 20070407
TIME = 1100
LATITUDE = -7.6740
LONGITUDE = 95.0048
DEPTH =   5016
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,2,   29.0881,2,   34.0487,2,     198.1,7,     0.130,1,    0.0426,2
       2.0,2,   29.0873,2,   34.0481,2,     198.1,7,     0.127,1,    0.0426,2
       4.0,2,   29.1057,2,   34.0474,2,     198.0,7,     0.124,1,    0.0426,2
       6.0,2,   29.1060,2,   34.0481,2,     198.1,7,     0.127,1,    0.0426,2
       8.0,2,   29.1047,2,   34.0481,2,     198.2,2,     0.130,1,    0.0422,2
      10.0,2,   29.0989,2,   34.0482,2,     198.1,2,     0.131,1,    0.0418,2
      12.0,2,   29.0380,2,   34.0542,2,     199.0,2,     0.124,1,    0.0422,2
      14.0,2,   29.0313,2,   34.0583,2,     199.2,2,     0.129,1,    0.0426,2
      16.0,2,   28.9862,2,   34.0837,2,     199.6,2,     0.134,1,    0.0434,2
      18.0,2,   28.8719,2,   34.1115,2,     200.2,2,     0.130,1,    0.0446,2
      20.0,2,   28.8176,2,   34.1104,2,     201.0,2,     0.129,1,    0.0463,2
      22.0,2,   28.7325,2,   34.1277,2,     201.0,2,     0.127,1,    0.0479,2
      24.0,2,   28.5908,2,   34.1574,2,     202.1,2,     0.133,1,    0.0503,2
      26.0,2,   28.4174,2,   34.1959,2,     203.3,2,     0.131,1,    0.0544,2
      28.0,2,   28.0131,2,   34.2589,2,     204.5,2,     0.136,1,    0.0609,2
      30.0,2,   27.0382,2,   34.4412,2,     206.7,2,     0.142,1,    0.0690,2
      32.0,2,   26.2717,2,   34.5066,2,     206.6,2,     0.149,1,    0.0804,2
      34.0,2,   25.4617,2,   34.5241,2,     208.4,2,     0.156,1,    0.0939,2
      36.0,2,   24.7233,2,   34.5439,2,     202.5,2,     0.160,1,    0.1041,2
      38.0,2,   24.2440,2,   34.5737,2,     198.0,2,     0.166,1,    0.1070,2
      40.0,2,   23.4520,2,   34.5672,2,     185.6,2,     0.171,1,    0.1041,2
      42.0,2,   22.8376,2,   34.5606,2,     162.2,2,     0.177,1,    0.0972,2
      44.0,2,   22.6203,2,   34.6071,2,     148.8,2,     0.175,1,    0.0894,2
      46.0,2,   22.4964,2,   34.7034,2,     137.1,2,     0.179,1,    0.0837,2
      48.0,2,   22.0769,2,   34.7868,2,     123.7,2,     0.178,1,    0.0780,2
      50.0,2,   21.8693,2,   34.7821,2,     114.5,2,     0.176,1,    0.0706,2
      52.0,2,   21.7178,2,   34.8435,2,     109.2,2,     0.176,1,    0.0621,2
      54.0,2,   21.5048,2,   34.8957,2,     102.5,2,     0.178,1,    0.0556,2
      56.0,2,   21.0624,2,   34.8977,2,      97.5,2,     0.182,1,    0.0511,2
