CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00131_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/13101.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:55 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 131
CASTNO = 1
DATE = 20070409
TIME = 0256
LATITUDE = -4.9760
LONGITUDE = 95.0018
DEPTH =   5008
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.1727,6,   34.0760,6,     196.3,6,     0.127,1,    0.0350,2
       2.0,2,   29.1754,2,   34.0752,2,     196.4,7,     0.129,1,    0.0333,2
       4.0,2,   29.1780,2,   34.0745,2,     196.4,7,     0.132,1,    0.0329,2
       6.0,2,   29.1720,2,   34.0770,2,     196.6,2,     0.129,1,    0.0333,2
       8.0,2,   29.1096,2,   34.0906,2,     196.7,2,     0.130,1,    0.0317,2
      10.0,2,   29.0995,2,   34.0932,2,     197.1,2,     0.124,1,    0.0301,2
      12.0,2,   29.0347,2,   34.0996,2,     198.1,2,     0.132,1,    0.0301,2
      14.0,2,   28.9427,2,   34.1097,2,     198.5,2,     0.132,1,    0.0301,2
      16.0,2,   28.7579,2,   34.1285,2,     199.2,2,     0.131,1,    0.0305,2
      18.0,2,   28.6588,2,   34.1616,2,     199.6,2,     0.130,1,    0.0309,2
      20.0,2,   28.6315,2,   34.1717,2,     199.8,2,     0.131,1,    0.0321,2
      22.0,2,   28.6187,2,   34.1872,2,     200.2,2,     0.135,1,    0.0329,2
      24.0,2,   28.6072,2,   34.1996,2,     200.0,2,     0.135,1,    0.0333,2
      26.0,2,   28.5926,2,   34.2138,2,     200.3,2,     0.130,1,    0.0337,2
      28.0,2,   28.5758,2,   34.2262,2,     200.2,2,     0.128,1,    0.0341,2
      30.0,2,   28.5490,2,   34.2445,2,     200.2,2,     0.134,1,    0.0341,2
      32.0,2,   28.5200,2,   34.2696,2,     200.0,2,     0.134,1,    0.0345,2
      34.0,2,   28.4891,2,   34.3092,2,     200.1,2,     0.135,1,    0.0345,2
      36.0,2,   28.4520,2,   34.3512,2,     199.5,2,     0.129,1,    0.0350,2
      38.0,2,   28.4096,2,   34.3959,2,     199.1,2,     0.134,1,    0.0358,2
      40.0,2,   28.1954,2,   34.5630,2,     198.3,2,     0.134,1,    0.0366,2
      42.0,2,   27.9639,2,   34.7179,2,     196.2,2,     0.140,1,    0.0366,2
      44.0,2,   27.5141,2,   34.9579,2,     194.4,2,     0.144,1,    0.0366,2
      46.0,2,   27.0926,2,   35.0187,2,     193.2,2,     0.150,1,    0.0370,2
      48.0,2,   26.9937,2,   35.0323,2,     192.8,2,     0.150,1,    0.0378,2
      50.0,2,   26.9612,2,   35.0502,2,     192.0,2,     0.150,1,    0.0382,2
      52.0,2,   26.9427,2,   35.0801,2,     191.3,2,     0.151,1,    0.0386,2
      54.0,2,   26.7677,2,   35.1180,2,     190.3,2,     0.151,1,    0.0398,2
      56.0,2,   26.6038,2,   35.1296,2,     187.6,2,     0.154,1,    0.0426,2
      58.0,2,   26.4898,2,   35.1503,2,     186.8,2,     0.165,1,    0.0467,2
      60.0,2,   26.4199,2,   35.1582,2,     186.3,2,     0.165,1,    0.0515,2
      62.0,2,   26.3443,2,   35.1614,2,     185.8,2,     0.169,1,    0.0560,2
      64.0,2,   26.3052,2,   35.1604,2,     185.0,2,     0.168,1,    0.0584,2
      66.0,2,   26.1959,2,   35.1604,2,     185.3,2,     0.167,1,    0.0605,2
      68.0,2,   26.1034,2,   35.1626,2,     185.4,2,     0.170,1,    0.0633,2
      70.0,2,   25.7800,2,   35.1803,2,     184.1,2,     0.172,1,    0.0649,2
      72.0,2,   25.4694,2,   35.2138,2,     180.1,2,     0.175,1,    0.0609,2
      74.0,2,   25.2808,2,   35.2489,2,     172.7,2,     0.178,1,    0.0544,2
      76.0,2,   25.2271,2,   35.2526,2,     168.0,2,     0.176,1,    0.0511,2
      78.0,2,   25.1125,2,   35.2767,2,     162.8,2,     0.178,1,    0.0491,2
      80.0,2,   25.0163,2,   35.2900,2,     157.9,2,     0.171,1,    0.0471,2
      82.0,2,   24.8868,2,   35.3002,2,     154.9,2,     0.172,1,    0.0451,2
      84.0,2,   24.6498,2,   35.2905,2,     146.9,2,     0.175,1,    0.0438,2
      86.0,2,   24.2835,2,   35.2862,2,     138.8,2,     0.172,1,    0.0422,2
      88.0,2,   23.7794,2,   35.2665,2,     126.7,2,     0.171,1,    0.0390,2
      90.0,2,   23.5141,2,   35.2617,2,     120.4,2,     0.174,1,    0.0354,2
      92.0,2,   23.1388,2,   35.2470,2,     113.2,2,     0.173,1,    0.0333,2
      94.0,2,   22.8075,2,   35.2369,2,     104.1,2,     0.173,1,    0.0321,2
      96.0,2,   22.6005,2,   35.2384,2,      98.9,2,     0.172,1,    0.0309,2
      98.0,2,   22.2155,2,   35.2266,2,      95.3,2,     0.175,1,    0.0293,2
     100.0,2,   21.7498,2,   35.1991,2,      88.3,2,     0.175,1,    0.0277,2
     102.0,2,   21.6718,2,   35.2024,2,      82.8,2,     0.173,1,    0.0273,2
     104.0,2,   21.6056,2,   35.2119,2,      81.7,2,     0.175,1,    0.0273,2
     106.0,2,   21.5611,2,   35.2186,2,      81.5,2,     0.172,1,    0.0269,2
     108.0,2,   21.3838,2,   35.2321,2,      81.6,2,     0.179,1,    0.0257,2
     110.0,2,   21.1333,2,   35.2343,2,      82.0,2,     0.174,1,    0.0245,2
     112.0,2,   20.7435,2,   35.2214,2,      80.3,2,     0.174,1,    0.0233,2
     114.0,2,   20.6283,2,   35.2286,2,      79.2,2,     0.177,1,    0.0225,2
     116.0,2,   20.5226,2,   35.2317,2,      78.7,2,     0.176,1,    0.0221,2
     118.0,2,   20.4065,2,   35.2303,2,      78.0,2,     0.177,1,    0.0213,2
     120.0,2,   20.0824,2,   35.2309,2,      77.4,2,     0.175,1,    0.0201,2
     122.0,2,   19.5925,2,   35.2116,2,      74.8,2,     0.180,1,    0.0180,2
     124.0,2,   19.4221,2,   35.2060,2,      72.4,2,     0.177,1,    0.0168,2
     126.0,2,   19.3222,2,   35.2068,2,      71.8,2,     0.176,1,    0.0164,2
     128.0,2,   19.1706,2,   35.2063,2,      71.8,2,     0.175,1,    0.0156,2
     130.0,2,   19.0457,2,   35.2122,2,      72.2,2,     0.180,1,    0.0156,2
     132.0,2,   18.9571,2,   35.2121,2,      73.0,2,     0.179,1,    0.0148,2
     134.0,2,   18.9096,2,   35.2096,2,      73.1,2,     0.180,1,    0.0140,2
     136.0,2,   18.7596,2,   35.2157,2,      73.2,2,     0.178,1,    0.0132,2
     138.0,2,   18.4015,2,   35.2078,2,      74.2,2,     0.179,1,    0.0124,2
     140.0,2,   17.6931,2,   35.1400,2,      73.6,2,     0.179,1,    0.0116,2
     142.0,2,   17.3668,2,   35.1071,2,      68.5,2,     0.182,1,    0.0108,2
     144.0,2,   17.2011,2,   35.1198,2,      66.6,2,     0.180,1,    0.0100,2
     146.0,2,   17.1864,2,   35.1264,2,      67.5,2,     0.179,1,    0.0096,2
     148.0,2,   17.1875,2,   35.1281,2,      67.9,2,     0.180,1,    0.0096,2
     150.0,2,   17.1459,2,   35.1301,2,      68.0,2,     0.180,1,    0.0096,2
     152.0,2,   16.8184,2,   35.1192,2,      68.0,2,     0.180,1,    0.0096,2
     154.0,2,   16.6374,2,   35.1073,2,      66.9,2,     0.183,1,    0.0092,2
     156.0,2,   16.5951,2,   35.1060,2,      65.9,2,     0.182,1,    0.0088,2
     158.0,2,   16.5299,2,   35.1075,2,      65.5,2,     0.181,1,    0.0088,2
     160.0,2,   16.4574,2,   35.1036,2,      65.4,2,     0.177,1,    0.0088,2
     162.0,2,   16.3164,2,   35.0922,2,      65.2,2,     0.184,1,    0.0088,2
     164.0,2,   15.9773,2,   35.0663,2,      64.1,2,     0.178,1,    0.0088,2
     166.0,2,   15.4437,2,   35.0102,2,      61.5,2,     0.185,1,    0.0084,2
     168.0,2,   15.1268,2,   34.9844,2,      59.2,2,     0.187,1,    0.0084,2
     170.0,2,   14.7346,2,   34.9445,2,      58.3,2,     0.192,1,    0.0080,2
     172.0,2,   14.7139,2,   34.9440,2,      57.5,2,     0.186,1,    0.0080,2
     174.0,2,   14.7076,2,   34.9473,2,      57.2,2,     0.188,1,    0.0080,2
     176.0,2,   14.6887,2,   34.9511,2,      56.9,2,     0.191,1,    0.0084,2
     178.0,2,   14.6049,2,   34.9497,2,      56.7,2,     0.188,1,    0.0084,2
     180.0,2,   14.3957,2,   34.9384,2,      56.7,2,     0.190,1,    0.0088,2
     182.0,2,   14.1290,2,   34.9478,2,      56.7,2,     0.189,1,    0.0088,2
     184.0,2,   13.9267,2,   34.9492,2,      56.7,2,     0.193,1,    0.0088,2
     186.0,2,   13.8138,2,   34.9619,2,      56.8,2,     0.197,1,    0.0088,2
     188.0,2,   13.7365,2,   34.9838,2,      56.9,2,     0.194,1,    0.0088,2
     190.0,2,   13.6992,2,   34.9892,2,      56.9,2,     0.189,1,    0.0092,2
     192.0,2,   13.5976,2,   34.9903,2,      57.0,2,     0.192,1,    0.0092,2
     194.0,2,   13.5168,2,   34.9858,2,      57.2,2,     0.195,1,    0.0092,2
     196.0,2,   13.4833,2,   34.9839,2,      57.3,2,     0.191,1,    0.0092,2
     198.0,2,   13.4488,2,   34.9853,2,      57.5,2,     0.195,1,    0.0096,2
     200.0,2,   13.4078,2,   34.9865,2,      57.6,2,     0.190,1,    0.0096,2
     202.0,2,   13.3425,2,   34.9849,2,      57.9,2,     0.194,1,    0.0096,2
     204.0,2,   13.2866,2,   34.9830,2,      58.2,2,     0.188,1,    0.0096,2
     206.0,2,   13.2565,2,   34.9821,2,      58.4,2,     0.195,1,    0.0096,2
     208.0,2,   13.1872,2,   34.9804,2,      58.6,2,     0.197,1,    0.0096,2
     210.0,2,   13.1208,2,   34.9785,2,      58.9,2,     0.194,1,    0.0096,2
