CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00151_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/15101.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:55 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 151
CASTNO = 1
DATE = 20070414
TIME = 1109
LATITUDE = 1.7988
LONGITUDE = 92.1610
DEPTH =   4288
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   30.8388,6,   34.1028,6,     191.9,6,     0.133,1, -999.0000,9
       2.0,2,   30.4458,2,   34.1036,2,     193.1,7,     0.129,1, -999.0000,9
       4.0,2,   30.0529,2,   34.1043,2,     194.3,7,     0.126,1,    0.0487,2
       6.0,2,   29.9911,2,   34.1070,2,     195.1,2,     0.126,1,    0.0503,2
       8.0,2,   29.9444,2,   34.1065,2,     195.0,2,     0.128,1,    0.0519,2
      10.0,2,   29.9114,2,   34.1080,2,     196.0,2,     0.129,1,    0.0527,2
      12.0,2,   29.8920,2,   34.1099,2,     196.5,2,     0.127,1,    0.0527,2
      14.0,2,   29.8836,2,   34.1112,2,     196.9,2,     0.133,1,    0.0527,2
      16.0,2,   29.8714,2,   34.1130,2,     197.0,2,     0.131,1,    0.0532,2
      18.0,2,   29.8661,2,   34.1152,2,     197.3,2,     0.134,1,    0.0536,2
      20.0,2,   29.8513,2,   34.1155,2,     197.7,2,     0.131,1,    0.0540,2
      22.0,2,   29.8368,2,   34.1156,2,     197.9,2,     0.129,1,    0.0544,2
      24.0,2,   29.8275,2,   34.1157,2,     197.9,2,     0.134,1,    0.0548,2
      26.0,2,   29.8188,2,   34.1143,2,     197.8,2,     0.129,1,    0.0556,2
      28.0,2,   29.8008,2,   34.1121,2,     198.1,2,     0.127,1,    0.0568,2
      30.0,2,   29.7957,2,   34.1120,2,     198.2,2,     0.129,1,    0.0580,2
      32.0,2,   29.7861,2,   34.1103,2,     198.5,2,     0.131,1,    0.0588,2
      34.0,2,   29.7629,2,   34.1178,2,     198.5,2,     0.131,1,    0.0592,2
      36.0,2,   29.7219,2,   34.1381,2,     198.4,2,     0.131,1,    0.0596,2
      38.0,2,   29.6669,2,   34.1842,2,     198.3,2,     0.132,1,    0.0600,2
      40.0,2,   29.6259,2,   34.2574,2,     197.6,2,     0.130,1,    0.0596,2
      42.0,2,   29.6116,2,   34.2774,2,     197.5,2,     0.135,1,    0.0584,2
      44.0,2,   29.5956,2,   34.2786,2,     197.3,2,     0.132,1,    0.0584,2
      46.0,2,   29.5823,2,   34.2750,2,     197.4,2,     0.132,1,    0.0592,2
      48.0,2,   29.5647,2,   34.2698,2,     197.4,2,     0.135,1,    0.0605,2
      50.0,2,   29.5182,2,   34.2558,2,     197.3,2,     0.136,1,    0.0621,2
      52.0,2,   29.4715,2,   34.2456,2,     197.1,2,     0.134,1,    0.0633,2
      54.0,2,   29.4187,2,   34.2349,2,     196.8,2,     0.134,1,    0.0649,2
      56.0,2,   29.3716,2,   34.2319,2,     196.9,2,     0.130,1,    0.0661,2
      58.0,2,   29.3333,2,   34.2383,2,     196.9,2,     0.133,1,    0.0674,2
      60.0,2,   29.3005,2,   34.2403,2,     196.4,2,     0.136,1,    0.0682,2
      62.0,2,   29.2811,2,   34.2447,2,     196.5,2,     0.136,1,    0.0690,2
      64.0,2,   29.2701,2,   34.2488,2,     196.2,2,     0.136,1,    0.0698,2
      66.0,2,   29.2488,2,   34.2563,2,     196.5,2,     0.137,1,    0.0702,2
      68.0,2,   29.2254,2,   34.2628,2,     196.4,2,     0.135,1,    0.0698,2
      70.0,2,   29.1893,2,   34.2675,2,     196.2,2,     0.137,1,    0.0682,2
      72.0,2,   29.1464,2,   34.2705,2,     196.3,2,     0.143,1,    0.0661,2
      74.0,2,   29.0625,2,   34.2787,2,     196.5,2,     0.141,1,    0.0633,2
      76.0,2,   29.0038,2,   34.2810,2,     196.6,2,     0.138,1,    0.0605,2
      78.0,2,   28.9304,2,   34.2927,2,     196.9,2,     0.138,1,    0.0576,2
      80.0,2,   28.6186,2,   34.3948,2,     196.2,2,     0.145,1,    0.0548,2
      82.0,2,   28.1795,2,   34.5482,2,     197.1,2,     0.146,1,    0.0540,2
      84.0,2,   26.9684,2,   34.8057,2,     193.7,2,     0.159,1,    0.0548,2
      86.0,2,   25.6084,2,   35.0304,2,     172.8,2,     0.164,1,    0.0515,2
      88.0,2,   25.1765,2,   35.1730,2,     151.6,2,     0.162,1,    0.0446,2
      90.0,2,   24.9975,2,   35.2597,2,     144.4,2,     0.167,1,    0.0390,2
      92.0,2,   24.5680,2,   35.3600,2,     141.4,2,     0.168,1,    0.0337,2
      94.0,2,   24.2966,2,   35.3899,2,     137.3,2,     0.171,1,    0.0289,2
      96.0,2,   23.8367,2,   35.3906,2,     133.3,2,     0.170,1,    0.0261,2
      98.0,2,   22.6056,2,   35.3414,2,     125.5,2,     0.170,1,    0.0233,2
     100.0,2,   22.0906,2,   35.2870,2,     105.1,2,     0.173,1,    0.0209,2
     102.0,2,   21.4040,2,   35.2697,2,      88.8,2,     0.172,1,    0.0188,2
     104.0,2,   21.0479,2,   35.2444,2,      79.7,2,     0.174,1,    0.0180,2
     106.0,2,   20.9145,2,   35.2399,2,      71.4,2,     0.174,1,    0.0180,2
     108.0,2,   20.7746,2,   35.2376,2,      67.9,2,     0.174,1,    0.0180,2
     110.0,2,   20.6703,2,   35.2378,2,      66.2,2,     0.175,1,    0.0180,2
     112.0,2,   20.5886,2,   35.2382,2,      65.4,2,     0.173,1,    0.0176,2
     114.0,2,   20.4927,2,   35.2449,2,      65.1,2,     0.175,1,    0.0168,2
     116.0,2,   20.3436,2,   35.2303,2,      65.8,2,     0.173,1,    0.0164,2
     118.0,2,   20.2618,2,   35.2428,2,      63.8,2,     0.172,1,    0.0156,2
     120.0,2,   20.1857,2,   35.2498,2,      65.8,2,     0.173,1,    0.0152,2
     122.0,2,   20.1543,2,   35.2541,2,      67.3,2,     0.176,1,    0.0148,2
     124.0,2,   20.1314,2,   35.2637,2,      68.8,2,     0.177,1,    0.0148,2
     126.0,2,   20.1140,2,   35.2691,2,      71.4,2,     0.172,1,    0.0148,2
     128.0,2,   20.0894,2,   35.2694,2,      73.4,2,     0.174,1,    0.0144,2
     130.0,2,   20.0812,2,   35.2717,2,      74.3,2,     0.173,1,    0.0140,2
     132.0,2,   20.0729,2,   35.2748,2,      75.2,2,     0.177,1,    0.0140,2
     134.0,2,   20.0442,2,   35.2761,2,      76.2,2,     0.173,1,    0.0140,2
     136.0,2,   20.0115,2,   35.2760,2,      76.8,2,     0.170,1,    0.0140,2
     138.0,2,   19.9667,2,   35.2754,2,      77.1,2,     0.169,1,    0.0136,2
     140.0,2,   19.8849,2,   35.2731,2,      77.1,2,     0.173,1,    0.0132,2
     142.0,2,   19.7395,2,   35.2665,2,      76.9,2,     0.172,1,    0.0124,2
     144.0,2,   19.5328,2,   35.2562,2,      75.8,2,     0.176,1,    0.0116,2
     146.0,2,   19.3267,2,   35.2451,2,      74.2,2,     0.179,1,    0.0112,2
     148.0,2,   19.1336,2,   35.2375,2,      72.1,2,     0.178,1,    0.0112,2
     150.0,2,   18.9199,2,   35.2347,2,      70.6,2,     0.183,1,    0.0104,2
     152.0,2,   18.6851,2,   35.2313,2,      69.0,2,     0.179,1,    0.0096,2
     154.0,2,   18.5443,2,   35.2334,2,      68.3,2,     0.172,1,    0.0096,2
     156.0,2,   18.5129,2,   35.2327,2,      68.4,2,     0.178,1,    0.0096,2
     158.0,2,   18.4986,2,   35.2336,2,      68.4,2,     0.184,1,    0.0096,2
     160.0,2,   18.4200,2,   35.2337,2,      68.2,2,     0.181,1,    0.0092,2
     162.0,2,   18.2726,2,   35.2252,2,      67.8,2,     0.179,1,    0.0092,2
     164.0,2,   18.2077,2,   35.2207,2,      66.6,2,     0.181,1,    0.0092,2
     166.0,2,   18.1255,2,   35.2164,2,      65.9,2,     0.174,1,    0.0092,2
     168.0,2,   18.0178,2,   35.2074,2,      64.9,2,     0.178,1,    0.0092,2
     170.0,2,   17.9335,2,   35.2005,2,      63.5,2,     0.179,1,    0.0088,2
     172.0,2,   17.8778,2,   35.1970,2,      61.7,2,     0.179,1,    0.0088,2
