CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00145_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/14502.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:55 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 145
CASTNO = 2
DATE = 20070412
TIME = 1908
LATITUDE = 0.0005
LONGITUDE = 93.4413
DEPTH =   4495
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.7686,6,   33.9694,6,     194.3,6,     0.131,1, -999.0000,9
       2.0,2,   29.7718,2,   33.9699,2,     194.4,7,     0.130,1, -999.0000,9
       4.0,2,   29.7749,2,   33.9705,2,     194.5,7,     0.130,1,    0.0374,2
       6.0,2,   29.7705,2,   33.9701,2,     194.3,7,     0.132,1,    0.0366,2
       8.0,2,   29.7794,2,   33.9729,2,     194.6,2,     0.128,1,    0.0358,2
      10.0,2,   29.7835,2,   33.9751,2,     195.1,2,     0.129,1,    0.0350,2
      12.0,2,   29.7809,2,   33.9747,2,     195.3,2,     0.130,1,    0.0350,2
      14.0,2,   29.7952,2,   33.9824,2,     195.3,2,     0.131,1,    0.0350,2
      16.0,2,   29.8002,2,   33.9862,2,     195.4,2,     0.130,1,    0.0350,2
      18.0,2,   29.8033,2,   33.9884,2,     195.8,2,     0.127,1,    0.0350,2
      20.0,2,   29.8171,2,   34.0003,2,     196.0,2,     0.130,1,    0.0350,2
      22.0,2,   29.8251,2,   34.0072,2,     195.7,2,     0.131,1,    0.0345,2
      24.0,2,   29.8342,2,   34.0172,2,     196.0,2,     0.129,1,    0.0345,2
      26.0,2,   29.8365,2,   34.0195,2,     195.5,2,     0.130,1,    0.0350,2
      28.0,2,   29.8411,2,   34.0273,2,     196.0,2,     0.129,1,    0.0350,2
      30.0,2,   29.8461,2,   34.0360,2,     196.3,2,     0.128,1,    0.0350,2
      32.0,2,   29.8446,2,   34.0515,2,     196.2,2,     0.130,1,    0.0350,2
      34.0,2,   29.8335,2,   34.0608,2,     196.1,2,     0.129,1,    0.0350,2
      36.0,2,   29.8275,2,   34.0650,2,     196.3,2,     0.128,1,    0.0350,2
      38.0,2,   29.8181,2,   34.0733,2,     196.0,2,     0.132,1,    0.0354,2
      40.0,2,   29.7966,2,   34.0902,2,     196.8,2,     0.130,1,    0.0358,2
      42.0,2,   29.7794,2,   34.1034,2,     196.6,2,     0.135,1,    0.0370,2
      44.0,2,   29.7558,2,   34.1153,2,     196.6,2,     0.128,1,    0.0378,2
      46.0,2,   29.7306,2,   34.1245,2,     196.9,2,     0.130,1,    0.0382,2
      48.0,2,   29.6978,2,   34.1427,2,     196.9,2,     0.131,1,    0.0386,2
      50.0,2,   29.6630,2,   34.1482,2,     196.8,2,     0.132,1,    0.0386,2
      52.0,2,   29.6079,2,   34.1578,2,     197.1,2,     0.129,1,    0.0386,2
      54.0,2,   29.5275,2,   34.1692,2,     197.1,2,     0.129,1,    0.0382,2
      56.0,2,   29.4529,2,   34.1704,2,     197.1,2,     0.130,1,    0.0386,2
      58.0,2,   29.3903,2,   34.1637,2,     197.1,2,     0.133,1,    0.0382,2
      60.0,2,   29.3182,2,   34.1499,2,     196.9,2,     0.130,1,    0.0374,2
      62.0,2,   29.1981,2,   34.1335,2,     196.5,2,     0.131,1,    0.0378,2
      64.0,2,   29.0431,2,   34.1758,2,     196.0,2,     0.133,1,    0.0398,2
      66.0,2,   28.9068,2,   34.2330,2,     195.3,2,     0.138,1,    0.0422,2
      68.0,2,   28.8708,2,   34.2593,2,     195.0,2,     0.142,1,    0.0430,2
