CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00105_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/10502.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:54 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 105
CASTNO = 2
DATE = 20070331
TIME = 1551
LATITUDE = -19.0835
LONGITUDE = 95.0018
DEPTH =   5353
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   25.7702,6,   35.2212,6,     205.7,6,     0.131,1, -999.0000,9
       2.0,2,   25.7721,2,   35.2211,2,     205.8,7,     0.130,1, -999.0000,9
       4.0,2,   25.7741,2,   35.2210,2,     205.8,7,     0.128,1,    0.0309,2
       6.0,2,   25.7733,2,   35.2210,2,     205.9,7,     0.127,1,    0.0309,2
       8.0,2,   25.7721,2,   35.2211,2,     205.7,7,     0.133,1,    0.0305,2
      10.0,2,   25.7737,2,   35.2212,2,     205.7,2,     0.132,1,    0.0305,2
      12.0,2,   25.7748,2,   35.2212,2,     206.0,2,     0.129,1,    0.0305,2
      14.0,2,   25.7752,2,   35.2213,2,     206.5,2,     0.129,1,    0.0309,2
      16.0,2,   25.7756,2,   35.2213,2,     206.8,2,     0.129,1,    0.0309,2
      18.0,2,   25.7758,2,   35.2213,2,     206.9,2,     0.131,1,    0.0309,2
      20.0,2,   25.7767,2,   35.2212,2,     207.0,2,     0.129,1,    0.0309,2
      22.0,2,   25.7775,2,   35.2212,2,     206.7,2,     0.133,1,    0.0309,2
      24.0,2,   25.7773,2,   35.2214,2,     206.7,2,     0.131,1,    0.0309,2
      26.0,2,   25.7786,2,   35.2213,2,     207.0,2,     0.128,1,    0.0309,2
      28.0,2,   25.7790,2,   35.2212,2,     207.1,2,     0.131,1,    0.0309,2
      30.0,2,   25.7771,2,   35.2217,2,     207.4,2,     0.131,1,    0.0309,2
      32.0,2,   25.7773,2,   35.2217,2,     207.3,2,     0.133,1,    0.0309,2
      34.0,2,   25.7761,2,   35.2217,2,     207.3,2,     0.133,1,    0.0309,2
      36.0,2,   25.7742,2,   35.2222,2,     207.4,2,     0.128,1,    0.0309,2
      38.0,2,   25.7761,2,   35.2221,2,     207.5,2,     0.130,1,    0.0309,2
      40.0,2,   25.7775,2,   35.2219,2,     207.5,2,     0.132,1,    0.0309,2
      42.0,2,   25.7733,2,   35.2224,2,     207.5,2,     0.130,1,    0.0309,2
      44.0,2,   25.7733,2,   35.2224,2,     207.4,2,     0.130,1,    0.0309,2
      46.0,2,   25.7720,2,   35.2226,2,     207.4,2,     0.130,1,    0.0309,2
      48.0,2,   25.7739,2,   35.2226,2,     207.4,2,     0.127,1,    0.0309,2
      50.0,2,   25.7699,2,   35.2229,2,     207.7,2,     0.130,1,    0.0309,2
      52.0,2,   25.7746,2,   35.2225,2,     207.1,2,     0.129,1,    0.0309,2
      54.0,2,   25.7710,2,   35.2228,2,     207.7,2,     0.128,1,    0.0309,2
      56.0,2,   25.7729,2,   35.2227,2,     207.2,2,     0.131,1,    0.0309,2
