CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00110_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/11002.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:54 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 110
CASTNO = 2
DATE = 20070402
TIME = 0829
LATITUDE = -16.2775
LONGITUDE = 95.0070
DEPTH =   6038
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   27.7019,6,   34.6558,6,     200.9,6,     0.129,1,    0.0370,2
       2.0,2,   27.7008,2,   34.6555,2,     200.9,7,     0.128,1,    0.0370,2
       4.0,2,   27.6997,2,   34.6553,2,     200.9,7,     0.127,1,    0.0370,2
       6.0,2,   27.7011,2,   34.6554,2,     201.0,7,     0.126,1,    0.0370,2
       8.0,2,   27.7022,2,   34.6554,2,     201.1,7,     0.127,1,    0.0366,2
      10.0,2,   27.7037,2,   34.6555,2,     201.0,7,     0.132,1,    0.0366,2
      12.0,2,   27.7046,2,   34.6557,2,     201.5,2,     0.131,1,    0.0362,2
      14.0,2,   27.7049,2,   34.6557,2,     201.2,2,     0.129,1,    0.0362,2
      16.0,2,   27.7041,2,   34.6554,2,     201.5,2,     0.135,1,    0.0366,2
      18.0,2,   27.6989,2,   34.6553,2,     201.6,2,     0.132,1,    0.0366,2
      20.0,2,   27.7022,2,   34.6555,2,     201.5,2,     0.126,1,    0.0370,2
      22.0,2,   27.7003,2,   34.6554,2,     201.6,2,     0.131,1,    0.0374,2
      24.0,2,   27.6965,2,   34.6551,2,     201.7,2,     0.127,1,    0.0370,2
      26.0,2,   27.6958,2,   34.6552,2,     201.7,2,     0.133,1,    0.0366,2
      28.0,2,   27.6960,2,   34.6551,2,     201.9,2,     0.134,1,    0.0366,2
      30.0,2,   27.6962,2,   34.6552,2,     201.8,2,     0.131,1,    0.0366,2
      32.0,2,   27.6971,2,   34.6552,2,     201.5,2,     0.128,1,    0.0366,2
      34.0,2,   27.6974,2,   34.6554,2,     201.9,2,     0.130,1,    0.0366,2
      36.0,2,   27.6976,2,   34.6553,2,     201.6,2,     0.131,1,    0.0370,2
      38.0,2,   27.6891,2,   34.6547,2,     201.6,2,     0.134,1,    0.0378,2
      40.0,2,   27.6881,2,   34.6550,2,     201.8,2,     0.130,1,    0.0378,2
      42.0,2,   27.6883,2,   34.6549,2,     201.6,2,     0.128,1,    0.0374,2
      44.0,2,   27.6872,2,   34.6552,2,     201.9,2,     0.132,1,    0.0370,2
      46.0,2,   27.6860,2,   34.6549,2,     202.0,2,     0.137,1,    0.0378,2
      48.0,2,   27.6853,2,   34.6548,2,     201.7,2,     0.129,1,    0.0382,2
      50.0,2,   27.6844,2,   34.6547,2,     201.9,2,     0.133,1,    0.0382,2
      52.0,2,   27.6800,2,   34.6545,2,     201.7,2,     0.127,1,    0.0386,2
      54.0,2,   27.4939,2,   34.6496,2,     202.2,2,     0.135,1,    0.0414,2
      56.0,2,   27.1360,2,   34.6376,2,     203.2,2,     0.133,1,    0.0483,2
