CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00166_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/16601.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 166
CASTNO = 1
DATE = 20070418
TIME = 1223
LATITUDE = 7.6107
LONGITUDE = 88.4860
DEPTH =   3681
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.0803,6,   33.1290,6,     200.7,6,     0.125,1,    0.0418,2
       2.0,2,   29.0855,2,   33.1337,2,     201.1,7,     0.129,1,    0.0418,2
       4.0,2,   29.0907,2,   33.1384,2,     201.5,2,     0.132,1,    0.0418,2
       6.0,2,   29.0554,2,   33.1381,2,     202.3,2,     0.131,1,    0.0418,2
       8.0,2,   28.9443,2,   33.1609,2,     201.9,2,     0.128,1,    0.0418,2
      10.0,2,   28.9215,2,   33.1775,2,     202.0,2,     0.132,1,    0.0414,2
      12.0,2,   28.8842,2,   33.1956,2,     202.2,2,     0.131,1,    0.0406,2
      14.0,2,   28.9322,2,   33.2416,2,     202.6,2,     0.134,1,    0.0410,2
      16.0,2,   28.9632,2,   33.2641,2,     202.6,2,     0.133,1,    0.0410,2
      18.0,2,   28.8911,2,   33.2454,2,     202.8,2,     0.131,1,    0.0402,2
      20.0,2,   28.8287,2,   33.2684,2,     203.3,2,     0.131,1,    0.0398,2
      22.0,2,   28.6890,2,   33.2493,2,     203.8,2,     0.135,1,    0.0402,2
      24.0,2,   28.6028,2,   33.2420,2,     204.6,2,     0.130,1,    0.0406,2
      26.0,2,   28.6025,2,   33.2462,2,     205.0,2,     0.131,1,    0.0410,2
      28.0,2,   28.5705,2,   33.2505,2,     205.6,2,     0.133,1,    0.0418,2
      30.0,2,   28.4581,2,   33.3051,2,     205.9,2,     0.135,1,    0.0422,2
      32.0,2,   28.3962,2,   33.3422,2,     205.9,2,     0.135,1,    0.0426,2
      34.0,2,   28.3052,2,   33.3709,2,     206.8,2,     0.138,1,    0.0426,2
      36.0,2,   28.2244,2,   33.3647,2,     206.5,2,     0.139,1,    0.0430,2
      38.0,2,   28.1945,2,   33.3621,2,     206.6,2,     0.137,1,    0.0434,2
      40.0,2,   28.1158,2,   33.3988,2,     206.9,2,     0.140,1,    0.0430,2
      42.0,2,   28.2103,2,   33.5401,2,     206.1,2,     0.136,1,    0.0426,2
      44.0,2,   28.4260,2,   33.7849,2,     206.1,2,     0.137,1,    0.0426,2
      46.0,2,   28.3082,2,   33.8082,2,     205.0,2,     0.139,1,    0.0430,2
      48.0,2,   28.4112,2,   33.9404,2,     204.2,2,     0.134,1,    0.0438,2
      50.0,2,   28.4685,2,   34.0043,2,     206.2,2,     0.135,1,    0.0446,2
      52.0,2,   28.3982,2,   34.0081,2,     206.3,2,     0.134,1,    0.0459,2
      54.0,2,   28.3826,2,   34.0819,2,     205.0,2,     0.140,1,    0.0467,2
      56.0,2,   28.1869,2,   34.0664,2,     203.5,2,     0.146,1,    0.0467,2
      58.0,2,   28.1981,2,   34.1359,2,     202.4,2,     0.141,1,    0.0467,2
      60.0,2,   28.1981,2,   34.1759,2,     202.3,2,     0.141,1,    0.0475,2
      62.0,2,   28.0445,2,   34.1666,2,     201.1,2,     0.147,1,    0.0499,2
      64.0,2,   27.8824,2,   34.2109,2,     193.6,2,     0.152,1,    0.0556,2
      66.0,2,   27.5541,2,   34.1906,2,     184.4,2,     0.156,1,    0.0666,2
      68.0,2,   27.2794,2,   34.2619,2,     172.8,2,     0.163,1,    0.0755,2
      70.0,2,   26.6533,2,   34.4035,2,     153.0,2,     0.170,1,    0.0735,2
      72.0,2,   26.2602,2,   34.4578,2,     122.7,2,     0.176,1,    0.0661,2
      74.0,2,   25.9798,2,   34.5066,2,     100.5,2,     0.178,1,    0.0596,2
      76.0,2,   25.8028,2,   34.5725,2,      89.4,2,     0.180,1,    0.0532,2
      78.0,2,   25.3927,2,   34.6657,2,      77.0,2,     0.185,1,    0.0467,2
      80.0,2,   24.7972,2,   34.6733,2,      65.1,2,     0.188,1,    0.0422,2
      82.0,2,   24.1160,2,   34.6088,2,      62.6,2,     0.178,1,    0.0394,2
      84.0,2,   24.0627,2,   34.7264,2,      63.7,2,     0.184,1,    0.0366,2
      86.0,2,   23.7851,2,   34.8146,2,      49.8,2,     0.186,1,    0.0329,2
      88.0,2,   23.4130,2,   34.8009,2,      41.5,2,     0.185,1,    0.0301,2
      90.0,2,   23.0518,2,   34.8202,2,      46.1,2,     0.183,1,    0.0277,2
      92.0,2,   22.9502,2,   34.8644,2,      43.3,2,     0.184,1,    0.0253,2
      94.0,2,   22.7015,2,   34.8684,2,      36.1,2,     0.182,1,    0.0241,2
      96.0,2,   22.2546,2,   34.8397,2,      33.9,2,     0.183,1,    0.0229,2
      98.0,2,   21.9609,2,   34.8169,2,      35.8,2,     0.181,1,    0.0217,2
     100.0,2,   21.5388,2,   34.7855,2,      37.2,2,     0.181,1,    0.0205,2
     102.0,2,   21.1651,2,   34.7547,2,      39.0,2,     0.178,1,    0.0192,2
     104.0,2,   20.7988,2,   34.7623,2,      42.5,2,     0.178,1,    0.0180,2
     106.0,2,   20.6312,2,   34.7569,2,      46.1,2,     0.181,1,    0.0172,2
     108.0,2,   20.3613,2,   34.7682,2,      47.4,2,     0.181,1,    0.0164,2
     110.0,2,   20.0347,2,   34.7917,2,      47.1,2,     0.181,1,    0.0152,2
     112.0,2,   19.7676,2,   34.8352,2,      44.2,2,     0.177,1,    0.0132,2
     114.0,2,   19.3377,2,   34.8773,2,      34.8,2,     0.190,1,    0.0112,2
     116.0,2,   18.8043,2,   34.8724,2,      23.7,2,     0.193,1,    0.0104,2
