CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00169_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/16902.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 169
CASTNO = 2
DATE = 20070419
TIME = 0606
LATITUDE = 8.7203
LONGITUDE = 87.6325
DEPTH =   3580
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.6874,6,   33.5281,6,     195.6,6,     0.131,1, -999.0000,9
       2.0,2,   29.6421,7,   33.5219,7,     196.0,2,     0.129,1, -999.0000,9
       4.0,2,   29.5968,2,   33.5156,2,     196.3,2,     0.126,1,    0.0333,2
       6.0,2,   29.5479,2,   33.5249,2,     196.6,2,     0.127,1,    0.0333,2
       8.0,2,   29.5039,2,   33.5423,2,     197.2,2,     0.137,1,    0.0337,2
      10.0,2,   29.4833,2,   33.5445,2,     197.6,2,     0.134,1,    0.0337,2
      12.0,2,   29.4502,2,   33.5473,2,     198.2,2,     0.127,1,    0.0341,2
      14.0,2,   29.3875,2,   33.5515,2,     198.4,2,     0.136,1,    0.0354,2
      16.0,2,   29.3315,2,   33.5540,2,     198.4,2,     0.131,1,    0.0370,2
      18.0,2,   29.3160,2,   33.5539,2,     198.4,2,     0.132,1,    0.0378,2
      20.0,2,   29.3132,2,   33.5539,2,     198.7,2,     0.135,1,    0.0374,2
      22.0,2,   29.3085,2,   33.5535,2,     198.9,2,     0.134,1,    0.0378,2
      24.0,2,   29.2904,2,   33.5481,2,     199.2,2,     0.140,1,    0.0382,2
      26.0,2,   29.0966,2,   33.5522,2,     199.7,2,     0.135,1,    0.0390,2
      28.0,2,   28.6800,2,   33.5636,2,     199.5,2,     0.142,1,    0.0394,2
      30.0,2,   28.1832,2,   33.6034,2,     198.7,2,     0.139,1,    0.0394,2
      32.0,2,   27.9783,2,   33.6673,2,     199.6,2,     0.135,1,    0.0394,2
      34.0,2,   27.8660,2,   33.6944,2,     200.1,2,     0.139,1,    0.0394,2
      36.0,2,   27.7965,2,   33.7027,2,     200.0,2,     0.140,1,    0.0394,2
      38.0,2,   27.8799,2,   33.8003,2,     200.0,2,     0.141,1,    0.0394,2
      40.0,2,   28.3929,2,   34.1494,2,     200.6,2,     0.138,1,    0.0394,2
      42.0,2,   28.8329,2,   34.4359,2,     203.1,2,     0.131,1,    0.0398,2
      44.0,2,   28.8709,2,   34.4598,2,     204.5,2,     0.137,1,    0.0394,2
      46.0,2,   28.8838,2,   34.4804,2,     205.6,2,     0.138,1,    0.0394,2
      48.0,2,   28.7499,2,   34.4948,2,     205.6,2,     0.135,1,    0.0394,2
      50.0,2,   28.5296,2,   34.4452,2,     203.1,2,     0.139,1,    0.0394,2
      52.0,2,   28.4831,2,   34.4560,2,     201.8,2,     0.144,1,    0.0390,2
      54.0,2,   28.5469,2,   34.5292,2,     202.1,2,     0.135,1,    0.0398,2
      56.0,2,   28.5890,2,   34.5713,2,     202.7,2,     0.140,1,    0.0406,2
