CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00195_00003_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/19503.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 195
CASTNO = 3
DATE = 20070426
TIME = 0542
LATITUDE = 15.9990
LONGITUDE = 89.8495
DEPTH =   2547
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   30.1658,6,   32.4344,6,     198.1,6,     0.130,1,    0.0386,2
       2.0,2,   29.8701,2,   32.4295,2,     199.3,2,     0.128,1,    0.0374,2
       4.0,2,   29.5744,2,   32.4245,2,     200.4,2,     0.126,1,    0.0362,2
       6.0,2,   29.5190,2,   32.4220,2,     200.0,2,     0.118,1,    0.0366,2
       8.0,2,   29.4930,2,   32.4209,2,     200.2,2,     0.127,1,    0.0370,2
      10.0,2,   29.4642,2,   32.4192,2,     200.9,2,     0.133,1,    0.0370,2
      12.0,2,   29.4203,2,   32.4269,2,     201.8,2,     0.128,1,    0.0374,2
      14.0,2,   29.3444,2,   32.4489,2,     203.0,2,     0.125,1,    0.0382,2
      16.0,2,   28.4639,2,   32.4144,2,     205.7,2,     0.125,1,    0.0394,2
      18.0,2,   27.1593,2,   32.2712,2,     210.0,2,     0.138,1,    0.0402,2
      20.0,2,   26.9297,2,   32.3233,2,     211.7,2,     0.138,1,    0.0406,2
      22.0,2,   26.9479,2,   32.4175,2,     212.9,2,     0.135,1,    0.0418,2
      24.0,2,   26.8986,2,   32.5036,2,     213.6,2,     0.148,1,    0.0422,2
      26.0,2,   26.8163,2,   32.5603,2,     213.3,2,     0.141,1,    0.0410,2
      28.0,2,   26.7538,2,   32.6302,2,     212.4,2,     0.143,1,    0.0410,2
      30.0,2,   26.7467,2,   32.7729,2,     211.8,2,     0.147,1,    0.0422,2
      32.0,2,   26.7432,2,   32.8594,2,     210.3,2,     0.146,1,    0.0426,2
      34.0,2,   26.7401,2,   32.9847,2,     209.5,2,     0.153,1,    0.0426,2
      36.0,2,   26.8210,2,   33.1850,2,     206.7,2,     0.153,1,    0.0418,2
      38.0,2,   26.8527,2,   33.3990,2,     200.9,2,     0.154,1,    0.0418,2
      40.0,2,   26.5162,2,   33.3883,2,     198.5,2,     0.159,1,    0.0430,2
      42.0,2,   26.4580,2,   33.4017,2,     196.8,2,     0.164,1,    0.0455,2
      44.0,2,   26.4054,2,   33.4525,2,     194.6,2,     0.166,1,    0.0483,2
      46.0,2,   26.3196,2,   33.4812,2,     192.0,2,     0.173,1,    0.0515,2
      48.0,2,   26.1925,2,   33.4991,2,     191.9,2,     0.180,1,    0.0556,2
      50.0,2,   26.0348,2,   33.5326,2,     194.2,2,     0.185,1,    0.0641,2
      52.0,2,   25.9647,2,   33.6218,2,     192.1,2,     0.192,1,    0.0743,2
      54.0,2,   25.9593,2,   33.7027,2,     183.3,2,     0.189,1,    0.0747,2
      56.0,2,   25.9990,2,   33.8154,2,     169.4,2,     0.192,1,    0.0702,2
