CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00180_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/18001.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 180
CASTNO = 1
DATE = 20070422
TIME = 0932
LATITUDE = 8.7868
LONGITUDE = 86.2663
DEPTH =   3644
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.8033,6,   33.7389,6,     194.3,6,     0.119,1,    0.0386,2
       2.0,2,   29.8049,7,   33.7440,7,     194.9,2,     0.128,1,    0.0378,2
       4.0,2,   29.8065,7,   33.7491,7,     195.5,2,     0.137,1,    0.0366,2
       6.0,2,   29.8271,2,   33.7519,2,     195.5,2,     0.131,1,    0.0358,2
       8.0,2,   29.8326,2,   33.7526,2,     196.6,2,     0.130,1,    0.0362,2
      10.0,2,   29.6920,2,   33.7641,2,     197.0,2,     0.128,1,    0.0374,2
      12.0,2,   29.2744,2,   33.7891,2,     196.9,2,     0.135,1,    0.0386,2
      14.0,2,   29.1660,2,   33.7929,2,     196.9,2,     0.135,1,    0.0386,2
      16.0,2,   29.1372,2,   33.7926,2,     197.2,2,     0.127,1,    0.0382,2
      18.0,2,   29.0490,2,   33.7954,2,     197.8,2,     0.123,1,    0.0378,2
      20.0,2,   28.9860,2,   33.7964,2,     198.1,2,     0.136,1,    0.0382,2
      22.0,2,   28.9681,2,   33.7980,2,     198.8,2,     0.130,1,    0.0382,2
      24.0,2,   28.8728,2,   33.8269,2,     198.6,2,     0.130,1,    0.0386,2
      26.0,2,   28.7890,2,   33.9076,2,     199.2,2,     0.135,1,    0.0394,2
      28.0,2,   28.7643,2,   34.0900,2,     199.7,2,     0.134,1,    0.0402,2
      30.0,2,   28.7197,2,   34.1512,2,     200.1,2,     0.133,1,    0.0402,2
      32.0,2,   28.6436,2,   34.2513,2,     199.9,2,     0.135,1,    0.0398,2
      34.0,2,   28.6509,2,   34.3025,2,     199.0,2,     0.140,1,    0.0394,2
      36.0,2,   28.5929,2,   34.2952,2,     199.3,2,     0.131,1,    0.0394,2
      38.0,2,   28.5891,2,   34.3010,2,     198.6,2,     0.138,1,    0.0394,2
      40.0,2,   28.6969,2,   34.3846,2,     198.6,2,     0.141,1,    0.0390,2
      42.0,2,   28.8217,2,   34.4723,2,     199.1,2,     0.136,1,    0.0390,2
      44.0,2,   28.9079,2,   34.5381,2,     200.6,2,     0.133,1,    0.0386,2
      46.0,2,   28.9852,2,   34.6057,2,     201.7,2,     0.137,1,    0.0382,2
      48.0,2,   28.9545,2,   34.6238,2,     201.9,2,     0.136,1,    0.0378,2
      50.0,2,   28.9247,2,   34.6242,2,     201.3,2,     0.135,1,    0.0378,2
      52.0,2,   28.8199,2,   34.6078,2,     201.4,2,     0.136,1,    0.0386,2
      54.0,2,   28.8076,2,   34.6078,2,     200.5,2,     0.140,1,    0.0398,2
      56.0,2,   28.7421,2,   34.6074,2,     200.4,2,     0.137,1,    0.0402,2
