CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00133_00002_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/13302.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:55 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 133
CASTNO = 2
DATE = 20070409
TIME = 1748
LATITUDE = -4.0693
LONGITUDE = 94.7157
DEPTH =   4892
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.1252,6,   34.1672,6,     195.0,6,     0.131,1,    0.0374,2
       2.0,2,   29.1242,2,   34.1670,2,     195.0,7,     0.132,1,    0.0378,2
       4.0,2,   29.1233,2,   34.1668,2,     195.1,7,     0.132,1,    0.0378,2
       6.0,2,   29.1188,2,   34.1740,2,     195.2,7,     0.131,1,    0.0374,2
       8.0,2,   29.0718,2,   34.2008,2,     195.2,2,     0.129,1,    0.0378,2
      10.0,2,   29.0197,2,   34.2312,2,     195.7,2,     0.131,1,    0.0390,2
      12.0,2,   28.9459,2,   34.2595,2,     196.4,2,     0.135,1,    0.0406,2
      14.0,2,   28.8066,2,   34.2562,2,     196.4,2,     0.132,1,    0.0426,2
      16.0,2,   28.7722,2,   34.2504,2,     196.8,2,     0.132,1,    0.0463,2
      18.0,2,   28.7595,2,   34.2475,2,     197.3,2,     0.132,1,    0.0487,2
      20.0,2,   28.7545,2,   34.2490,2,     197.4,2,     0.131,1,    0.0467,2
      22.0,2,   28.7368,2,   34.2535,2,     197.5,2,     0.135,1,    0.0418,2
      24.0,2,   28.7263,2,   34.2600,2,     197.4,2,     0.134,1,    0.0398,2
      26.0,2,   28.7206,2,   34.2651,2,     197.6,2,     0.132,1,    0.0402,2
      28.0,2,   28.7121,2,   34.2692,2,     197.9,2,     0.129,1,    0.0402,2
      30.0,2,   28.7048,2,   34.2736,2,     197.7,2,     0.135,1,    0.0402,2
      32.0,2,   28.6976,2,   34.2765,2,     197.8,2,     0.134,1,    0.0398,2
      34.0,2,   28.6835,2,   34.2836,2,     198.0,2,     0.131,1,    0.0402,2
      36.0,2,   28.6731,2,   34.3005,2,     197.9,2,     0.134,1,    0.0410,2
      38.0,2,   28.6372,2,   34.3455,2,     198.0,2,     0.134,1,    0.0402,2
      40.0,2,   28.6018,2,   34.3769,2,     198.1,2,     0.138,1,    0.0398,2
      42.0,2,   28.5708,2,   34.4142,2,     197.6,2,     0.139,1,    0.0398,2
      44.0,2,   28.5483,2,   34.4439,2,     197.6,2,     0.132,1,    0.0394,2
      46.0,2,   28.5327,2,   34.4635,2,     197.3,2,     0.136,1,    0.0398,2
      48.0,2,   28.4889,2,   34.5173,2,     197.3,2,     0.137,1,    0.0406,2
      50.0,2,   28.4779,2,   34.5326,2,     197.1,2,     0.139,1,    0.0418,2
      52.0,2,   28.4029,2,   34.6142,2,     196.9,2,     0.134,1,    0.0430,2
      54.0,2,   28.3126,2,   34.7004,2,     196.4,2,     0.138,1,    0.0446,2
      56.0,2,   28.0594,2,   34.8556,2,     195.3,2,     0.141,1,    0.0475,2
      58.0,2,   27.7565,2,   35.0319,2,     192.2,2,     0.147,1,    0.0515,2
      60.0,2,   27.5779,2,   35.0950,2,     191.4,2,     0.144,1,    0.0556,2
      62.0,2,   27.2597,2,   35.1562,2,     188.8,2,     0.153,1,    0.0613,2
      64.0,2,   26.9585,2,   35.2299,2,     186.9,2,     0.158,1,    0.0706,2
      66.0,2,   26.5881,2,   35.3432,2,     185.9,2,     0.161,1,    0.0804,2
      68.0,2,   26.3747,2,   35.3443,2,     181.1,2,     0.167,1,    0.0820,2
      70.0,2,   26.2495,2,   35.3501,2,     177.9,2,     0.168,1,    0.0780,2
      72.0,2,   26.1260,2,   35.3647,2,     174.9,2,     0.172,1,    0.0739,2
      74.0,2,   25.7286,2,   35.3377,2,     168.2,2,     0.180,1,    0.0682,2
      76.0,2,   25.5968,2,   35.3221,2,     153.1,2,     0.178,1,    0.0629,2
      78.0,2,   25.4951,2,   35.3174,2,     147.7,2,     0.180,1,    0.0621,2
      80.0,2,   25.2314,2,   35.3016,2,     143.5,2,     0.177,1,    0.0617,2
      82.0,2,   24.9608,2,   35.3024,2,     136.2,2,     0.177,1,    0.0556,2
      84.0,2,   24.7762,2,   35.3269,2,     132.2,2,     0.171,1,    0.0503,2
      86.0,2,   24.6808,2,   35.3241,2,     130.6,2,     0.174,1,    0.0487,2
      88.0,2,   24.4857,2,   35.3281,2,     128.6,2,     0.175,1,    0.0471,2
      90.0,2,   24.1834,2,   35.3147,2,     124.2,2,     0.174,1,    0.0438,2
      92.0,2,   23.9775,2,   35.3223,2,     120.5,2,     0.172,1,    0.0406,2
      94.0,2,   23.8458,2,   35.3183,2,     119.4,2,     0.172,1,    0.0386,2
      96.0,2,   23.7378,2,   35.3107,2,     116.1,2,     0.175,1,    0.0386,2
      98.0,2,   23.6294,2,   35.3056,2,     112.7,2,     0.176,1,    0.0378,2
     100.0,2,   23.3636,2,   35.3061,2,     108.7,2,     0.176,1,    0.0354,2
     102.0,2,   23.0509,2,   35.2975,2,     105.4,2,     0.175,1,    0.0313,2
     104.0,2,   22.9068,2,   35.2956,2,      97.6,2,     0.178,1,    0.0285,2
     106.0,2,   22.7117,2,   35.3073,2,      94.8,2,     0.176,1,    0.0265,2
     108.0,2,   22.3889,2,   35.3160,2,      97.5,2,     0.173,1,    0.0245,2
     110.0,2,   22.3326,2,   35.3120,2,     103.1,2,     0.171,1,    0.0229,2
