CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00130_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/13001.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:55 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 130
CASTNO = 1
DATE = 20070408
TIME = 1841
LATITUDE = -5.5305
LONGITUDE = 95.0123
DEPTH =   5061
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.3162,6,   33.9348,6,     195.7,6,     0.120,1,    0.0362,2
       2.0,2,   29.2947,2,   33.9479,2,     195.6,2,     0.125,1,    0.0341,2
       4.0,2,   29.2732,2,   33.9610,2,     195.5,2,     0.130,1,    0.0317,2
       6.0,2,   29.1747,2,   34.0129,2,     196.1,2,     0.129,1,    0.0313,2
       8.0,2,   29.0520,2,   34.0620,2,     197.5,2,     0.130,1,    0.0313,2
      10.0,2,   28.9405,2,   34.0672,2,     198.7,2,     0.130,1,    0.0313,2
      12.0,2,   28.9195,2,   34.0733,2,     198.9,2,     0.130,1,    0.0321,2
      14.0,2,   28.8954,2,   34.0985,2,     199.1,2,     0.125,1,    0.0321,2
      16.0,2,   28.8698,2,   34.1139,2,     199.1,2,     0.127,1,    0.0329,2
      18.0,2,   28.8468,2,   34.1283,2,     199.4,2,     0.130,1,    0.0345,2
      20.0,2,   28.7773,2,   34.1306,2,     199.5,2,     0.131,1,    0.0350,2
      22.0,2,   28.7589,2,   34.1389,2,     199.6,2,     0.128,1,    0.0354,2
      24.0,2,   28.7596,2,   34.1445,2,     199.6,2,     0.127,1,    0.0358,2
      26.0,2,   28.7535,2,   34.1487,2,     199.5,2,     0.130,1,    0.0358,2
      28.0,2,   28.7371,2,   34.1553,2,     199.8,2,     0.128,1,    0.0362,2
      30.0,2,   28.7205,2,   34.1655,2,     199.7,2,     0.131,1,    0.0358,2
      32.0,2,   28.7142,2,   34.1935,2,     199.9,2,     0.129,1,    0.0362,2
      34.0,2,   28.6961,2,   34.2084,2,     200.4,2,     0.130,1,    0.0366,2
      36.0,2,   28.6410,2,   34.2194,2,     200.6,2,     0.129,1,    0.0378,2
      38.0,2,   28.4934,2,   34.2568,2,     201.5,2,     0.131,1,    0.0398,2
      40.0,2,   28.2488,2,   34.3067,2,     202.1,2,     0.131,1,    0.0426,2
      42.0,2,   27.9103,2,   34.3663,2,     203.1,2,     0.137,1,    0.0467,2
      44.0,2,   27.1456,2,   34.5103,2,     205.3,2,     0.139,1,    0.0499,2
      46.0,2,   26.2866,2,   34.5714,2,     205.4,2,     0.145,1,    0.0515,2
      48.0,2,   26.3364,2,   34.6785,2,     192.7,2,     0.150,1,    0.0523,2
      50.0,2,   25.8767,2,   34.8224,2,     187.8,2,     0.155,1,    0.0532,2
      52.0,2,   25.7782,2,   34.9659,2,     181.5,2,     0.157,1,    0.0568,2
      54.0,2,   25.6925,2,   35.0076,2,     179.9,2,     0.158,1,    0.0690,2
      56.0,2,   25.2666,2,   35.1622,2,     180.4,2,     0.167,1,    0.0841,2
      58.0,2,   24.7419,2,   35.1296,2,     173.9,2,     0.168,1,    0.0882,2
      60.0,2,   24.5910,2,   35.1310,2,     164.1,2,     0.168,1,    0.0853,2
      62.0,2,   24.3630,2,   35.1298,2,     157.3,2,     0.168,1,    0.0829,2
      64.0,2,   24.1203,2,   35.1414,2,     155.1,2,     0.164,1,    0.0796,2
      66.0,2,   23.8095,2,   35.1370,2,     147.0,2,     0.170,1,    0.0739,2
      68.0,2,   23.3916,2,   35.1104,2,     138.8,2,     0.173,1,    0.0674,2
      70.0,2,   23.2652,2,   35.1023,2,     133.5,2,     0.168,1,    0.0621,2
      72.0,2,   23.1088,2,   35.1026,2,     127.8,2,     0.173,1,    0.0568,2
      74.0,2,   22.8672,2,   35.1060,2,     122.6,2,     0.173,1,    0.0523,2
      76.0,2,   22.4882,2,   35.1016,2,     117.9,2,     0.173,1,    0.0491,2
      78.0,2,   22.3776,2,   35.1020,2,     110.3,2,     0.171,1,    0.0455,2
      80.0,2,   21.6531,2,   35.1497,2,     108.3,2,     0.172,1,    0.0410,2
      82.0,2,   21.4836,2,   35.1464,2,      96.1,2,     0.175,1,    0.0378,2
      84.0,2,   21.4063,2,   35.1555,2,      90.0,2,     0.177,1,    0.0350,2
      86.0,2,   21.1040,2,   35.1611,2,      87.5,2,     0.174,1,    0.0317,2
      88.0,2,   20.8079,2,   35.1590,2,      84.4,2,     0.175,1,    0.0285,2
      90.0,2,   20.5663,2,   35.1510,2,      81.1,2,     0.175,1,    0.0269,2
      92.0,2,   20.3163,2,   35.1376,2,      77.8,2,     0.172,1,    0.0253,2
      94.0,2,   20.0966,2,   35.1232,2,      73.4,2,     0.171,1,    0.0241,2
      96.0,2,   20.0352,2,   35.1258,2,      70.8,2,     0.175,1,    0.0225,2
      98.0,2,   19.8525,2,   35.1426,2,      70.1,2,     0.170,1,    0.0213,2
     100.0,2,   19.6935,2,   35.1433,2,      70.1,2,     0.174,1,    0.0192,2
     102.0,2,   19.5082,2,   35.1591,2,      70.5,2,     0.171,1,    0.0180,2
     104.0,2,   19.4273,2,   35.1549,2,      71.5,2,     0.170,1,    0.0168,2
     106.0,2,   19.2264,2,   35.1416,2,      71.2,2,     0.176,1,    0.0156,2
     108.0,2,   18.9140,2,   35.1073,2,      69.2,2,     0.179,1,    0.0148,2
     110.0,2,   18.8357,2,   35.0986,2,      65.2,2,     0.176,1,    0.0140,2
     112.0,2,   18.7312,2,   35.0953,2,      63.9,2,     0.176,1,    0.0136,2
     114.0,2,   18.4370,2,   35.0842,2,      62.6,2,     0.177,1,    0.0132,2
     116.0,2,   18.2352,2,   35.0973,2,      62.0,2,     0.179,1,    0.0124,2
     118.0,2,   18.1333,2,   35.0999,2,      63.0,2,     0.177,1,    0.0124,2
     120.0,2,   18.0660,2,   35.1205,2,      64.0,2,     0.176,1,    0.0120,2
     122.0,2,   17.8514,2,   35.1252,2,      66.5,2,     0.177,1,    0.0108,2
     124.0,2,   17.7038,2,   35.1302,2,      66.9,2,     0.181,1,    0.0104,2
     126.0,2,   17.4891,2,   35.1462,2,      67.6,2,     0.181,1,    0.0096,2
     128.0,2,   16.9915,2,   35.1064,2,      69.4,2,     0.176,1,    0.0092,2
     130.0,2,   16.7218,2,   35.0759,2,      67.8,2,     0.183,1,    0.0092,2
     132.0,2,   16.5318,2,   35.0597,2,      65.8,2,     0.184,1,    0.0088,2
     134.0,2,   16.2368,2,   35.0709,2,      65.1,2,     0.185,1,    0.0088,2
     136.0,2,   16.0616,2,   35.0716,2,      65.0,2,     0.180,1,    0.0084,2
     138.0,2,   15.9809,2,   35.0705,2,      65.0,2,     0.185,1,    0.0080,2
     140.0,2,   15.9182,2,   35.0709,2,      64.8,2,     0.184,1,    0.0080,2
     142.0,2,   15.7478,2,   35.0738,2,      64.8,2,     0.184,1,    0.0080,2
     144.0,2,   15.1639,2,   34.9892,2,      64.6,2,     0.181,1,    0.0084,2
     146.0,2,   14.9547,2,   34.9541,2,      63.2,2,     0.187,1,    0.0080,2
     148.0,2,   14.8551,2,   34.9530,2,      62.6,2,     0.194,1,    0.0080,2
     150.0,2,   14.6380,2,   34.9331,2,      62.3,2,     0.190,1,    0.0076,2
     152.0,2,   14.5781,2,   34.9307,2,      62.2,2,     0.189,1,    0.0072,2
     154.0,2,   14.5814,2,   34.9355,2,      62.2,2,     0.189,1,    0.0068,2
     156.0,2,   14.5948,2,   34.9456,2,      62.0,2,     0.184,1,    0.0068,2
     158.0,2,   14.5963,2,   34.9533,2,      61.7,2,     0.188,1,    0.0068,2
     160.0,2,   14.6005,2,   34.9642,2,      61.3,2,     0.189,1,    0.0068,2
     162.0,2,   14.4942,2,   34.9568,2,      61.0,2,     0.189,1,    0.0068,2
     164.0,2,   14.3771,2,   34.9755,2,      60.8,2,     0.198,1,    0.0068,2
     166.0,2,   14.2806,2,   34.9830,2,      59.6,2,     0.191,1,    0.0068,2
     168.0,2,   14.2334,2,   34.9799,2,      58.4,2,     0.190,1,    0.0068,2
     170.0,2,   14.1963,2,   34.9778,2,      58.0,2,     0.191,1,    0.0068,2
     172.0,2,   14.1653,2,   34.9762,2,      57.8,2,     0.190,1,    0.0072,2
     174.0,2,   13.9765,2,   34.9697,2,      57.8,2,     0.191,1,    0.0076,2
     176.0,2,   13.8257,2,   34.9551,2,      57.6,2,     0.191,1,    0.0080,2
     178.0,2,   13.7693,2,   34.9510,2,      57.5,2,     0.193,1,    0.0080,2
     180.0,2,   13.7224,2,   34.9498,2,      57.7,2,     0.194,1,    0.0080,2
     182.0,2,   13.6645,2,   34.9482,2,      57.6,2,     0.192,1,    0.0080,2
     184.0,2,   13.5979,2,   34.9512,2,      57.7,2,     0.194,1,    0.0080,2
     186.0,2,   13.4991,2,   34.9587,2,      57.8,2,     0.191,1,    0.0080,2
     188.0,2,   13.4103,2,   34.9647,2,      58.0,2,     0.192,1,    0.0080,2
     190.0,2,   13.3697,2,   34.9708,2,      58.3,2,     0.193,1,    0.0080,2
     192.0,2,   13.3525,2,   34.9811,2,      58.5,2,     0.194,1,    0.0080,2
     194.0,2,   13.3416,2,   34.9840,2,      58.6,2,     0.194,1,    0.0080,2
     196.0,2,   13.3253,2,   34.9850,2,      58.8,2,     0.192,1,    0.0080,2
     198.0,2,   13.3182,2,   34.9887,2,      58.9,2,     0.193,1,    0.0080,2
     200.0,2,   13.3069,2,   34.9968,2,      58.9,2,     0.194,1,    0.0080,2
     202.0,2,   13.2495,2,   34.9942,2,      59.1,2,     0.194,1,    0.0080,2
     204.0,2,   13.1075,2,   34.9960,2,      59.3,2,     0.192,1,    0.0080,2
     206.0,2,   13.0741,2,   34.9922,2,      59.9,2,     0.195,1,    0.0080,2
     208.0,2,   12.9958,2,   34.9876,2,      60.4,2,     0.194,1,    0.0080,2
     210.0,2,   12.8842,2,   34.9897,2,      61.0,2,     0.196,1,    0.0084,2
     212.0,2,   12.7874,2,   34.9772,2,      61.5,2,     0.198,1,    0.0088,2
     214.0,2,   12.6760,2,   34.9611,2,      61.8,2,     0.192,1,    0.0088,2
     216.0,2,   12.6187,2,   34.9525,2,      61.7,2,     0.197,1,    0.0088,2
     218.0,2,   12.5657,2,   34.9500,2,      61.6,2,     0.190,1,    0.0088,2
     220.0,2,   12.4640,2,   34.9479,2,      61.7,2,     0.193,1,    0.0088,2
     222.0,2,   12.4523,2,   34.9612,2,      61.8,2,     0.195,1,    0.0088,2
     224.0,2,   12.4111,2,   34.9607,2,      62.2,2,     0.200,1,    0.0088,2
     226.0,2,   12.3234,2,   34.9629,2,      62.2,2,     0.199,1,    0.0088,2
     228.0,2,   12.2665,2,   34.9680,2,      62.4,2,     0.194,1,    0.0092,2
     230.0,2,   12.1409,2,   34.9556,2,      62.9,2,     0.190,1,    0.0092,2
     232.0,2,   12.0700,2,   34.9486,2,      62.5,2,     0.198,1,    0.0096,2
     234.0,2,   12.0800,2,   34.9518,2,      62.0,2,     0.194,1,    0.0092,2
     236.0,2,   12.0177,2,   34.9546,2,      62.1,2,     0.193,1,    0.0092,2
     238.0,2,   11.9851,2,   34.9552,2,      62.1,2,     0.199,1,    0.0092,2
     240.0,2,   11.9300,2,   34.9575,2,      62.3,2,     0.199,1,    0.0092,2
     242.0,2,   11.9013,2,   34.9580,2,      62.8,2,     0.199,1,    0.0092,2
     244.0,2,   11.8662,2,   34.9575,2,      63.1,2,     0.199,1,    0.0092,2
     246.0,2,   11.8378,2,   34.9581,2,      63.1,2,     0.197,1,    0.0092,2
     248.0,2,   11.7836,2,   34.9587,2,      63.2,2,     0.201,1,    0.0088,2
     250.0,2,   11.7751,2,   34.9583,2,      63.3,2,     0.199,1,    0.0088,2
     252.0,2,   11.7502,2,   34.9594,2,      63.4,2,     0.194,1,    0.0088,2
     254.0,2,   11.7411,2,   34.9598,2,      63.6,2,     0.197,1,    0.0088,2
     256.0,2,   11.7359,2,   34.9603,2,      63.8,2,     0.203,1,    0.0088,2
     258.0,2,   11.7335,2,   34.9608,2,      64.0,2,     0.196,1,    0.0088,2
     260.0,2,   11.7354,2,   34.9612,2,      64.2,2,     0.199,1,    0.0088,2
     262.0,2,   11.7227,2,   34.9641,2,      64.4,2,     0.198,1,    0.0092,2
     264.0,2,   11.6672,2,   34.9617,2,      64.7,2,     0.195,1,    0.0092,2
     266.0,2,   11.6525,2,   34.9665,2,      64.9,2,     0.195,1,    0.0096,2
     268.0,2,   11.6073,2,   34.9674,2,      65.6,2,     0.200,1,    0.0096,2
     270.0,2,   11.5841,2,   34.9681,2,      66.5,2,     0.199,1,    0.0092,2
     272.0,2,   11.5641,2,   34.9676,2,      67.3,2,     0.197,1,    0.0092,2
     274.0,2,   11.5621,2,   34.9684,2,      67.8,2,     0.201,1,    0.0092,2
     276.0,2,   11.5505,2,   34.9693,2,      68.1,2,     0.196,1,    0.0092,2
     278.0,2,   11.5372,2,   34.9684,2,      68.6,2,     0.196,1,    0.0092,2
     280.0,2,   11.5318,2,   34.9684,2,      68.8,2,     0.193,1,    0.0092,2
     282.0,2,   11.4934,2,   34.9695,2,      69.0,2,     0.197,1,    0.0092,2
     284.0,2,   11.4584,2,   34.9688,2,      69.2,2,     0.199,1,    0.0088,2
     286.0,2,   11.4444,2,   34.9669,2,      69.7,2,     0.196,1,    0.0092,2
     288.0,2,   11.4374,2,   34.9667,2,      69.9,2,     0.197,1,    0.0092,2
     290.0,2,   11.4194,2,   34.9660,2,      69.9,2,     0.196,1,    0.0092,2
     292.0,2,   11.4037,2,   34.9648,2,      70.0,2,     0.197,1,    0.0092,2
     294.0,2,   11.3878,2,   34.9637,2,      70.0,2,     0.194,1,    0.0092,2
     296.0,2,   11.3698,2,   34.9643,2,      69.8,2,     0.193,1,    0.0092,2
     298.0,2,   11.3568,2,   34.9647,2,      69.8,2,     0.202,1,    0.0088,2
     300.0,2,   11.3486,2,   34.9642,2,      70.5,2,     0.197,1,    0.0088,2
     302.0,2,   11.3048,2,   34.9606,2,      70.8,2,     0.197,1,    0.0088,2
     304.0,2,   11.2578,2,   34.9548,2,      70.6,2,     0.196,1,    0.0088,2
     306.0,2,   11.2368,2,   34.9520,2,      69.8,2,     0.199,1,    0.0088,2
     308.0,2,   11.2145,2,   34.9489,2,      68.4,2,     0.199,1,    0.0088,2
     310.0,2,   11.2100,2,   34.9507,2,      67.1,2,     0.197,1,    0.0088,2
     312.0,2,   11.2051,2,   34.9510,2,      66.7,2,     0.199,1,    0.0088,2
     314.0,2,   11.1738,2,   34.9488,2,      66.5,2,     0.199,1,    0.0088,2
     316.0,2,   11.1645,2,   34.9482,2,      65.7,2,     0.201,1,    0.0092,2
