CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00176_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/17601.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:56 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 176
CASTNO = 1
DATE = 20070421
TIME = 0136
LATITUDE = 9.9532
LONGITUDE = 85.6573
DEPTH =   3535
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   29.8601,6,   33.4691,6,     196.9,6,     0.129,1,    0.0354,2
       2.0,2,   29.8605,2,   33.4692,2,     197.0,7,     0.129,1,    0.0354,2
       4.0,2,   29.8610,2,   33.4693,2,     197.1,2,     0.130,1,    0.0354,2
       6.0,2,   29.8591,2,   33.4688,2,     197.5,2,     0.134,1,    0.0358,2
       8.0,2,   29.8379,2,   33.4662,2,     197.9,2,     0.136,1,    0.0354,2
      10.0,2,   29.6515,2,   33.4567,2,     198.2,2,     0.133,1,    0.0337,2
      12.0,2,   29.4233,2,   33.5000,2,     198.2,2,     0.134,1,    0.0325,2
      14.0,2,   29.1970,2,   33.4885,2,     198.1,2,     0.135,1,    0.0313,2
      16.0,2,   29.1175,2,   33.4928,2,     198.2,2,     0.134,1,    0.0305,2
      18.0,2,   29.1106,2,   33.5076,2,     198.2,2,     0.137,1,    0.0313,2
      20.0,2,   29.0945,2,   33.5101,2,     198.0,2,     0.138,1,    0.0317,2
      22.0,2,   29.0767,2,   33.5095,2,     198.4,2,     0.134,1,    0.0317,2
      24.0,2,   29.1026,2,   33.5385,2,     198.3,2,     0.132,1,    0.0321,2
      26.0,2,   29.1322,2,   33.5609,2,     198.5,2,     0.136,1,    0.0321,2
      28.0,2,   29.1653,2,   33.5807,2,     198.4,2,     0.135,1,    0.0321,2
      30.0,2,   29.2085,2,   33.6043,2,     198.8,2,     0.132,1,    0.0313,2
      32.0,2,   29.2612,2,   33.6375,2,     198.7,2,     0.137,1,    0.0301,2
      34.0,2,   29.2504,2,   33.6339,2,     198.6,2,     0.134,1,    0.0301,2
      36.0,2,   29.2168,2,   33.6344,2,     199.1,2,     0.138,1,    0.0305,2
      38.0,2,   29.1708,2,   33.6254,2,     199.4,2,     0.140,1,    0.0309,2
      40.0,2,   29.1491,2,   33.6202,2,     199.5,2,     0.138,1,    0.0309,2
      42.0,2,   29.1130,2,   33.6136,2,     199.5,2,     0.138,1,    0.0317,2
      44.0,2,   29.0709,2,   33.6116,2,     199.9,2,     0.140,1,    0.0325,2
      46.0,2,   28.9937,2,   33.6169,2,     200.6,2,     0.137,1,    0.0337,2
      48.0,2,   28.8751,2,   33.6260,2,     200.7,2,     0.139,1,    0.0341,2
      50.0,2,   28.8350,2,   33.6289,2,     200.9,2,     0.138,1,    0.0337,2
      52.0,2,   28.7288,2,   33.6283,2,     201.1,2,     0.136,1,    0.0337,2
      54.0,2,   28.6616,2,   33.6320,2,     201.2,2,     0.141,1,    0.0341,2
      56.0,2,   28.5661,2,   33.6380,2,     201.2,2,     0.141,1,    0.0354,2
      58.0,2,   28.3819,2,   33.6587,2,     201.8,2,     0.142,1,    0.0362,2
      60.0,2,   28.1852,2,   33.6879,2,     201.5,2,     0.141,1,    0.0362,2
      62.0,2,   28.1310,2,   33.7020,2,     201.8,2,     0.144,1,    0.0358,2
      64.0,2,   27.9425,2,   33.7194,2,     201.7,2,     0.146,1,    0.0362,2
      66.0,2,   27.7072,2,   33.7277,2,     199.2,2,     0.148,1,    0.0374,2
      68.0,2,   27.5254,2,   33.8074,2,     197.3,2,     0.147,1,    0.0422,2
      70.0,2,   27.3342,2,   33.9206,2,     192.2,2,     0.151,1,    0.0515,2
      72.0,2,   27.1051,2,   34.0645,2,     179.6,2,     0.162,1,    0.0576,2
      74.0,2,   26.9178,2,   34.1489,2,     166.7,2,     0.161,1,    0.0584,2
