CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00101_00003_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/10103.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:54 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 101
CASTNO = 3
DATE = 20070330
TIME = 0912
LATITUDE = -21.3165
LONGITUDE = 95.0013
DEPTH =   5180
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   24.9499,6,   35.4973,6,     209.8,6,     0.158,1,    0.0281,2
       2.0,6,   24.9365,6,   35.4971,6,     209.9,6,     0.148,1,    0.0281,2
       4.0,2,   24.9231,2,   35.4968,2,     210.0,7,     0.139,1,    0.0277,2
       6.0,2,   24.9097,2,   35.4966,2,     210.1,7,     0.129,1,    0.0277,2
       8.0,2,   24.9022,2,   35.4959,2,     210.3,7,     0.132,1,    0.0277,2
      10.0,2,   24.8989,2,   35.4959,2,     210.6,2,     0.130,1,    0.0277,2
      12.0,2,   24.8980,2,   35.4956,2,     210.6,2,     0.126,1,    0.0277,2
      14.0,2,   24.8877,2,   35.4955,2,     210.6,2,     0.126,1,    0.0281,2
      16.0,2,   24.8858,2,   35.4953,2,     211.3,2,     0.125,1,    0.0285,2
      18.0,2,   24.8737,2,   35.4947,2,     210.8,2,     0.124,1,    0.0293,2
      20.0,2,   24.8679,2,   35.4943,2,     211.2,2,     0.119,1,    0.0293,2
      22.0,2,   24.8647,2,   35.4942,2,     210.8,2,     0.135,1,    0.0289,2
      24.0,2,   24.8595,2,   35.4934,2,     210.8,2,     0.128,1,    0.0293,2
      26.0,2,   24.8579,2,   35.4932,2,     211.4,2,     0.127,1,    0.0293,2
      28.0,2,   24.8570,2,   35.4932,2,     211.5,2,     0.126,1,    0.0297,2
      30.0,2,   24.8529,2,   35.4929,2,     211.7,2,     0.126,1,    0.0297,2
      32.0,2,   24.8530,2,   35.4930,2,     211.8,2,     0.124,1,    0.0297,2
      34.0,2,   24.8499,2,   35.4926,2,     211.7,2,     0.129,1,    0.0297,2
      36.0,2,   24.8421,2,   35.4916,2,     212.2,2,     0.131,1,    0.0301,2
      38.0,2,   24.8411,2,   35.4912,2,     211.8,2,     0.133,1,    0.0305,2
      40.0,2,   24.8408,2,   35.4914,2,     211.9,2,     0.127,1,    0.0305,2
      42.0,2,   24.8403,2,   35.4912,2,     211.9,2,     0.122,1,    0.0309,2
      44.0,2,   24.8397,2,   35.4907,2,     212.4,2,     0.132,1,    0.0309,2
      46.0,2,   24.8381,2,   35.4908,2,     212.4,2,     0.127,1,    0.0309,2
      48.0,2,   24.8348,2,   35.4902,2,     212.1,2,     0.124,1,    0.0309,2
      50.0,2,   24.8331,2,   35.4902,2,     211.8,2,     0.128,1,    0.0309,2
      52.0,2,   24.8336,2,   35.4903,2,     211.8,2,     0.128,1,    0.0309,2
      54.0,2,   24.8339,2,   35.4902,2,     212.1,2,     0.133,1,    0.0305,2
      56.0,2,   24.8344,2,   35.4905,2,     212.1,2,     0.129,1,    0.0305,2
      58.0,2,   24.8344,2,   35.4905,2,     212.1,2,     0.126,1,    0.0305,2
      60.0,2,   24.8318,2,   35.4901,2,     212.6,2,     0.130,1,    0.0305,2
      62.0,2,   24.8311,2,   35.4901,2,     212.2,2,     0.138,1,    0.0305,2
      64.0,2,   24.8298,2,   35.4901,2,     212.2,2,     0.128,1,    0.0305,2
      66.0,2,   24.8298,2,   35.4904,2,     212.6,2,     0.132,1,    0.0305,2
      68.0,2,   24.8300,2,   35.4905,2,     212.4,2,     0.131,1,    0.0309,2
      70.0,2,   24.8275,2,   35.4904,2,     212.4,2,     0.129,1,    0.0309,2
      72.0,2,   24.8252,2,   35.4900,2,     212.3,2,     0.130,1,    0.0309,2
      74.0,2,   24.8185,2,   35.4896,2,     212.6,2,     0.127,1,    0.0309,2
      76.0,2,   24.8136,2,   35.4891,2,     212.4,2,     0.127,1,    0.0313,2
      78.0,2,   24.7790,2,   35.4896,2,     213.0,2,     0.133,1,    0.0321,2
      80.0,2,   24.6857,2,   35.4846,2,     213.6,2,     0.132,1,    0.0337,2
      82.0,2,   24.2954,2,   35.4795,2,     215.7,2,     0.134,1,    0.0370,2
      84.0,2,   23.7646,2,   35.4505,2,     218.9,2,     0.129,1,    0.0378,2
      86.0,2,   23.5942,2,   35.4167,2,     220.9,2,     0.130,1,    0.0370,2
      88.0,2,   23.3224,2,   35.4049,2,     222.0,2,     0.126,1,    0.0366,2
      90.0,2,   23.2307,2,   35.4023,2,     222.9,2,     0.133,1,    0.0366,2
      92.0,2,   23.1792,2,   35.4157,2,     223.2,2,     0.133,1,    0.0366,2
      94.0,2,   23.0896,2,   35.4396,2,     223.3,2,     0.135,1,    0.0370,2
      96.0,2,   22.9824,2,   35.4846,2,     223.8,2,     0.130,1,    0.0370,2
      98.0,2,   22.8872,2,   35.5029,2,     224.0,2,     0.136,1,    0.0370,2
     100.0,2,   22.8419,2,   35.5590,2,     224.8,2,     0.134,1,    0.0366,2
     102.0,2,   22.6104,2,   35.5612,2,     226.2,2,     0.135,1,    0.0362,2
     104.0,2,   22.6427,2,   35.6564,2,     225.0,2,     0.131,1,    0.0354,2
     106.0,2,   22.5235,2,   35.6916,2,     226.4,2,     0.132,1,    0.0345,2
     108.0,2,   22.4465,2,   35.7027,2,     226.9,2,     0.131,1,    0.0337,2
     110.0,2,   22.3950,2,   35.7087,2,     226.9,2,     0.128,1,    0.0329,2
     112.0,2,   22.2671,2,   35.7271,2,     227.2,2,     0.133,1,    0.0329,2
     114.0,2,   22.1949,2,   35.7331,2,     227.2,2,     0.137,1,    0.0329,2
     116.0,2,   22.0560,2,   35.7506,2,     227.8,2,     0.129,1,    0.0325,2
     118.0,2,   21.8681,2,   35.7440,2,     227.3,2,     0.132,1,    0.0321,2
     120.0,2,   21.6065,2,   35.7391,2,     227.0,2,     0.140,1,    0.0313,2
     122.0,2,   21.4997,2,   35.7492,2,     225.7,2,     0.134,1,    0.0309,2
     124.0,2,   21.4715,2,   35.7519,2,     225.8,2,     0.136,1,    0.0309,2
     126.0,2,   21.4179,2,   35.7586,2,     226.0,2,     0.140,1,    0.0309,2
     128.0,2,   21.2552,2,   35.7498,2,     226.2,2,     0.137,1,    0.0309,2
     130.0,2,   21.2277,2,   35.7485,2,     224.5,2,     0.137,1,    0.0313,2
     132.0,2,   21.2182,2,   35.7542,2,     224.1,2,     0.137,1,    0.0321,2
     134.0,2,   21.1186,2,   35.7515,2,     224.4,2,     0.134,1,    0.0333,2
     136.0,2,   20.8919,2,   35.7287,2,     222.4,2,     0.141,1,    0.0362,2
     138.0,2,   20.8259,2,   35.7323,2,     220.1,2,     0.140,1,    0.0382,2
     140.0,2,   20.7004,2,   35.7324,2,     219.6,2,     0.146,1,    0.0386,2
     142.0,2,   20.5732,2,   35.7431,2,     217.8,2,     0.151,1,    0.0362,2
     144.0,2,   20.5302,2,   35.7556,2,     215.6,2,     0.147,1,    0.0325,2
     146.0,2,   20.5087,2,   35.7702,2,     215.6,2,     0.142,1,    0.0293,2
     148.0,2,   20.5112,2,   35.7811,2,     216.4,2,     0.145,1,    0.0277,2
     150.0,2,   20.5037,2,   35.7947,2,     217.8,2,     0.144,1,    0.0261,2
     152.0,2,   20.4556,2,   35.8089,2,     219.2,2,     0.145,1,    0.0241,2
     154.0,2,   20.3926,2,   35.8061,2,     220.0,2,     0.140,1,    0.0225,2
     156.0,2,   20.3411,2,   35.8088,2,     219.5,2,     0.143,1,    0.0213,2
     158.0,2,   20.2846,2,   35.8074,2,     219.0,2,     0.142,1,    0.0201,2
     160.0,2,   20.2474,2,   35.8074,2,     218.2,2,     0.144,1,    0.0192,2
     162.0,2,   20.2290,2,   35.8112,2,     217.5,2,     0.144,1,    0.0192,2
     164.0,2,   20.1678,2,   35.8135,2,     217.5,2,     0.145,1,    0.0184,2
     166.0,2,   19.9944,2,   35.7983,2,     215.6,2,     0.148,1,    0.0172,2
     168.0,2,   19.9805,2,   35.8018,2,     211.2,2,     0.144,1,    0.0160,2
     170.0,2,   19.9333,2,   35.8017,2,     210.8,2,     0.151,1,    0.0156,2
     172.0,2,   19.8369,2,   35.7979,2,     209.8,2,     0.150,1,    0.0144,2
     174.0,2,   19.7258,2,   35.7951,2,     207.3,2,     0.149,1,    0.0136,2
     176.0,2,   19.7267,2,   35.8097,2,     205.8,2,     0.143,1,    0.0132,2
     178.0,2,   19.7284,2,   35.8224,2,     206.5,2,     0.146,1,    0.0132,2
     180.0,2,   19.6830,2,   35.8344,2,     207.3,2,     0.145,1,    0.0124,2
     182.0,2,   19.6313,2,   35.8383,2,     207.8,2,     0.145,1,    0.0120,2
     184.0,2,   19.5471,2,   35.8393,2,     208.3,2,     0.151,1,    0.0112,2
     186.0,2,   19.4777,2,   35.8397,2,     208.1,2,     0.148,1,    0.0104,2
     188.0,2,   19.4168,2,   35.8349,2,     207.4,2,     0.150,1,    0.0096,2
     190.0,2,   19.2566,2,   35.8250,2,     207.0,2,     0.147,1,    0.0084,2
     192.0,2,   19.2291,2,   35.8295,2,     205.8,2,     0.151,1,    0.0076,2
     194.0,2,   19.2200,2,   35.8301,2,     205.7,2,     0.147,1,    0.0072,2
     196.0,2,   19.1349,2,   35.8369,2,     206.3,2,     0.151,1,    0.0068,2
