CTD,20171109CCHSIO
# SHIP: R/V Roger Revelle
# Cruise: I09N; CLIVAR
# DATES: 20070322 - 20070501
# Region: East Indian Ocean
# Chief Scientist: Janet Sprintall
# CTDO: Who - James Swift,Janet Sprintall; Status - final
# Transmissometer (CTDBEAMCP): Who - W.Gardner, TAMU; Status - final
#        Notes: beam attenuation units, 1/m
#        Instrument: Wetlabs C-Star Transmissometer, 660 nm 0.25m pathlength, SN:327
# CDOM Fluorometer : Who - Norm Nelson-UCSB ; Status - final 
#        Instrument: Wetlabs CDOM Fluorometer; Ex 370 nm, Em 460 nm;  SN:FLCDRTD-428
# References:
#        Cruise report available at http://cchdo.ucsd.edu/cruise/33RR20070322
#
# The CTD data included in these files have been made available
# for public use by the PI(s) listed above.  Please see the
# on-line data history for this cruise at http://cchdo.ucsd.edu.
# Following American Geophysical Union recommendations, the data
# should be cited as: "data provider(s), cruise name or cruise ID,
# data file name(s), CLIVAR and Carbon Hydrographic Data Office,
# La Jolla, CA, USA, and data file date." For further information,
# please contact one of the parties listed above or cchdo@ucsd.edu.
# Users are also requested to acknowledge the PI(s) in publications
# resulting from use of these data.
#
# DATE_UNITS = YYYYMMDD
# TIME_UNITS = HHMM
# LATITUDE_UNITS = degrees_North
# LONGITUDE_UNITS = degrees_East
# SECT_ID: changed header SECT to SECT_ID
# SECT_ID: changed value from I9N to I09N to match CCHDO collection
# Parameters removed from Exchange file: TRANSM,TRANSM_FLAG_W
# CTDCDOMFRAW_FLAG_W: Changed parameter name from FLUORM_FLAG_W to CTDCDOMFRAW_FLAG_W
# CTDCDOMFRAW: Changed parameter name from FLUORM to CTDCDOMFRAW
# Parameters merged into Exchange file: CTDBEAMCP,CTDBEAMCP_FLAG_W
# Previous file name: i9n_00103_00001_ct1.csv 
# CTD,20070814WHPOSIOSCD - Previous Time Stamp 
#    Software Version: CTD_Exchange_Encode_v2.0(CCHDO/Diggs)
#    SUMFILE_NAME:     i09n_33RR20070322su.txt
#    SUMFILE_MOD_DATE: Tue Aug 14 12:54:02 2007
#    CTDFILE_NAME:     NEWCTD/10301.ctd
#    CTDFILE_MOD_DATE: Tue Aug 14 20:51:54 2007
#    DEPTH_TYPE      : UNC
#    EVENT_CODE      : BO
NUMBER_HEADERS = 10
EXPOCODE = 33RR20070322
SECT_ID = I09N
STNNBR = 103
CASTNO = 1
DATE = 20070330
TIME = 2323
LATITUDE = -20.2002
LONGITUDE = 94.9997
DEPTH =   5259
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDCDOMFRAW,CTDCDOMFRAW_FLAG_W,CTDBEAMCP,CTDBEAMCP_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,/METER,
       0.0,6,   25.1592,6,   35.3517,6,     206.9,6,     0.146,1,    0.0289,2
       2.0,2,   25.1599,2,   35.3515,2,     206.9,7,     0.137,1,    0.0289,2
       4.0,2,   25.1607,2,   35.3512,2,     206.9,7,     0.128,1,    0.0281,2
       6.0,2,   25.1611,2,   35.3514,2,     207.0,7,     0.129,1,    0.0269,2
       8.0,2,   25.1511,2,   35.3516,2,     207.0,7,     0.126,1,    0.0265,2
      10.0,2,   25.1497,2,   35.3515,2,     207.1,7,     0.132,1,    0.0269,2
      12.0,2,   25.1616,2,   35.3513,2,     207.1,7,     0.131,1,    0.0265,2
      14.0,2,   25.1584,2,   35.3517,2,     207.1,7,     0.133,1,    0.0265,2
      16.0,2,   25.1672,2,   35.3516,2,     207.3,7,     0.131,1,    0.0265,2
      18.0,2,   25.1666,2,   35.3516,2,     207.6,7,     0.130,1,    0.0265,2
      20.0,2,   25.1661,2,   35.3516,2,     207.6,2,     0.127,1,    0.0265,2
      22.0,2,   25.1653,2,   35.3516,2,     207.8,2,     0.130,1,    0.0265,2
      24.0,2,   25.1643,2,   35.3515,2,     207.9,2,     0.130,1,    0.0265,2
      26.0,2,   25.1646,2,   35.3517,2,     208.3,2,     0.132,1,    0.0265,2
      28.0,2,   25.1643,2,   35.3515,2,     207.8,2,     0.130,1,    0.0265,2
      30.0,2,   25.1652,2,   35.3526,2,     207.9,2,     0.131,1,    0.0265,2
      32.0,2,   25.1725,2,   35.3624,2,     207.9,2,     0.132,1,    0.0265,2
      34.0,2,   25.1597,2,   35.3815,2,     208.3,2,     0.127,1,    0.0269,2
      36.0,2,   25.1053,2,   35.4202,2,     208.7,2,     0.129,1,    0.0277,2
      38.0,2,   25.0863,2,   35.4223,2,     209.1,2,     0.128,1,    0.0277,2
      40.0,2,   25.0571,2,   35.4280,2,     209.5,2,     0.130,1,    0.0277,2
      42.0,2,   25.0450,2,   35.4291,2,     209.6,2,     0.131,1,    0.0277,2
      44.0,2,   25.0332,2,   35.4300,2,     209.8,2,     0.129,1,    0.0277,2
      46.0,2,   25.0268,2,   35.4303,2,     210.0,2,     0.131,1,    0.0277,2
      48.0,2,   25.0234,2,   35.4305,2,     210.1,2,     0.128,1,    0.0277,2
      50.0,2,   25.0162,2,   35.4312,2,     210.4,2,     0.130,1,    0.0281,2
      52.0,2,   25.0115,2,   35.4330,2,     210.0,2,     0.129,1,    0.0285,2
      54.0,2,   25.0156,2,   35.4362,2,     210.2,2,     0.129,1,    0.0281,2
      56.0,2,   25.0160,2,   35.4381,2,     210.4,2,     0.131,1,    0.0277,2
